wbps_gene_id,principal_transcript_id,principal_cds_length,principal_isoform_type,genome_name,gene_description,transcript_biotype,species
TTRE6464,TTRE6464_t1,746.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2133,TTRE2133_t1,339.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3329,TTRE3329_t1,451.0,protein_coding,,Solute carrier family 12  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGV7],protein_coding,trtricprjeb535
TTRE1893,TTRE1893_t1,286.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11860,TTRE11860_t1,1468.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12435,TTRE12435_t1,193.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6026,TTRE6026_t1,130.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2283,TTRE2283_t1,248.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10890,TTRE10890_t1,255.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6379,TTRE6379_t1,175.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10000,TTRE10000_t1,199.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10699,TTRE10699_t1,255.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2852,TTRE2852_t1,3011.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7344,TTRE7344_t1,1916.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2873,TTRE2873_t1,277.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3902,TTRE3902_t1,311.0,protein_coding,,DUF4539 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCI7],protein_coding,trtricprjeb535
TTRE12441,TTRE12441_t1,5750.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE625,TTRE625_t1,253.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5639,TTRE5639_t1,1355.0,protein_coding,,WD40 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5B4],protein_coding,trtricprjeb535
TTRE11568,TTRE11568_t1,227.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12338,TTRE12338_t1,176.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9651,TTRE9651_t1,229.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9640,TTRE9640_t1,491.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4495,TTRE4495_t1,203.0,protein_coding,,Zinc metalloproteinase  [Source:UniProtKB/TrEMBL;Acc:A0A077YYY8],protein_coding,trtricprjeb535
TTRE3941,TTRE3941_t1,912.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3276,TTRE3276_t1,304.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2665,TTRE2665_t1,153.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5164,TTRE5164_t1,1037.0,protein_coding,,Pre mRNA processing splicing factor 8  [Source:UniProtKB/TrEMBL;Acc:A0A077Z466],protein_coding,trtricprjeb535
TTRE3190,TTRE3190_t1,294.0,protein_coding,,Protein DBF4 like protein B  [Source:UniProtKB/TrEMBL;Acc:A0A077YWV1],protein_coding,trtricprjeb535
TTRE4083,TTRE4083_t1,959.0,protein_coding,,WD repeat containing protein 5  [Source:UniProtKB/TrEMBL;Acc:A0A077YVT8],protein_coding,trtricprjeb535
TTRE8020,TTRE8020_t1,246.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2414,TTRE2414_t1,1040.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6667,TTRE6667_t1,752.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3898,TTRE3898_t2,408.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2672,TTRE2672_t1,419.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8131,TTRE8131_t1,381.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8649,TTRE8649_t1,381.0,protein_coding,,HlyIII domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z4B4],protein_coding,trtricprjeb535
TTRE2189,TTRE2189_t1,226.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1329,TTRE1329_t1,493.0,protein_coding,,7 transmembrane receptor  [Source:UniProtKB/TrEMBL;Acc:A0A077YZK8],protein_coding,trtricprjeb535
TTRE11358,TTRE11358_t1,350.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8163,TTRE8163_t1,338.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11481,TTRE11481_t1,806.0,protein_coding,,Sepiapterin reductase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZC53],protein_coding,trtricprjeb535
TTRE3227,TTRE3227_t1,245.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1499,TTRE1499_t1,2993.0,protein_coding,,Calpain catalytic domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBM8],protein_coding,trtricprjeb535
TTRE7906,TTRE7906_t1,617.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2349,TTRE2349_t1,598.0,protein_coding,,Neur chan LBD domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZA24],protein_coding,trtricprjeb535
TTRE11303,TTRE11303_t1,1025.0,protein_coding,,Snurportin-1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCN3],protein_coding,trtricprjeb535
TTRE11795,TTRE11795_t1,252.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE662,TTRE662_t1,119.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8309,TTRE8309_t1,1778.0,protein_coding,,DUF4371 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJN4],protein_coding,trtricprjeb535
TTRE1467,TTRE1467_t1,251.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9558,TTRE9558_t1,308.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5903,TTRE5903_t1,1454.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7384,TTRE7384_t1,335.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3199,TTRE3199_t1,105.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE534,TTRE534_t1,350.0,protein_coding,,Rab GTPase-activating protein 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2G5],protein_coding,trtricprjeb535
TTRE1645,TTRE1645_t1,166.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2691,TTRE2691_t1,263.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10634,TTRE10634_t1,169.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2191,TTRE2191_t1,176.0,protein_coding,,glutaminase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEY1],protein_coding,trtricprjeb535
TTRE8550,TTRE8550_t1,357.0,protein_coding,,MCRS N domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z1V1],protein_coding,trtricprjeb535
TTRE1492,TTRE1492_t1,68.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE971,TTRE971_t1,720.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1348,TTRE1348_t1,116.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1948,TTRE1948_t1,2090.0,protein_coding,,PAZ and Piwi domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0S9],protein_coding,trtricprjeb535
TTRE3461,TTRE3461_t1,280.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2466,TTRE2466_t1,866.0,protein_coding,,Cyclin-C  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ39],protein_coding,trtricprjeb535
TTRE2769,TTRE2769_t1,151.0,protein_coding,,"Complement component 1 Q subcomponent-binding pro tein, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077ZC92]",protein_coding,trtricprjeb535
TTRE2946,TTRE2946_t1,629.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10187,TTRE10187_t1,2885.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6575,TTRE6575_t1,162.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2134,TTRE2134_t1,244.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7401,TTRE7401_t1,231.0,protein_coding,,Target of myb protein 1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZE88],protein_coding,trtricprjeb535
TTRE9448,TTRE9448_t1,326.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1856,TTRE1856_t1,871.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10852,TTRE10852_t1,287.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9018,TTRE9018_t1,781.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6571,TTRE6571_t1,479.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3696,TTRE3696_t1,179.0,protein_coding,,UDP-glucose 4-epimerase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z452],protein_coding,trtricprjeb535
TTRE5035,TTRE5035_t2,1429.0,protein_coding,,Hamartin domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0B2],protein_coding,trtricprjeb535
TTRE4442,TTRE4442_t1,616.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8305,TTRE8305_t1,243.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1984,TTRE1984_t1,718.0,protein_coding,,O-acyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A077YYJ2],protein_coding,trtricprjeb535
TTRE11777,TTRE11777_t1,641.0,protein_coding,,Enhancer of split mgamma protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAY0],protein_coding,trtricprjeb535
TTRE3126,TTRE3126_t1,278.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9248,TTRE9248_t1,245.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1263,TTRE1263_t1,836.0,protein_coding,,RRM 1 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z876],protein_coding,trtricprjeb535
TTRE9856,TTRE9856_t1,758.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE418,TTRE418_t1,132.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3547,TTRE3547_t2,462.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2220,TTRE2220_t1,575.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9342,TTRE9342_t1,2366.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6044,TTRE6044_t1,725.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1566,TTRE1566_t1,428.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2778,TTRE2778_t1,196.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9196,TTRE9196_t1,319.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8207,TTRE8207_t1,916.0,protein_coding,inx,Innexin  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0Z3],protein_coding,trtricprjeb535
TTRE3104,TTRE3104_t1,512.0,protein_coding,,Abhydrolase 5 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZC81],protein_coding,trtricprjeb535
TTRE9194,TTRE9194_t1,740.0,protein_coding,,Translation initiation factor 4E  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ41],protein_coding,trtricprjeb535
TTRE8423,TTRE8423_t1,788.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1356,TTRE1356_t1,408.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11361,TTRE11361_t1,326.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3046,TTRE3046_t1,302.0,protein_coding,,Trafficking protein particle complex subunit  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9K9],protein_coding,trtricprjeb535
TTRE8108,TTRE8108_t1,605.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6834,TTRE6834_t1,778.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5399,TTRE5399_t1,316.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE461,TTRE461_t1,206.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6323,TTRE6323_t1,339.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8213,TTRE8213_t1,335.0,protein_coding,,FAA hydrolase domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8L3],protein_coding,trtricprjeb535
TTRE11639,TTRE11639_t1,310.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1028,TTRE1028_t1,292.0,protein_coding,,superoxide dismutase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0Y6],protein_coding,trtricprjeb535
TTRE6324,TTRE6324_t1,99.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9454,TTRE9454_t1,286.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11803,TTRE11803_t1,992.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1479,TTRE1479_t1,449.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE492,TTRE492_t1,503.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE701,TTRE701_t1,285.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12333,TTRE12333_t1,266.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1480,TTRE1480_t1,254.0,protein_coding,,Upstream stimulatory factor 2  [Source:UniProtKB/TrEMBL;Acc:A0A077ZL89],protein_coding,trtricprjeb535
TTRE2463,TTRE2463_t1,170.0,protein_coding,,rRNA 2' O methyltransferase fibrillarin  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9D8],protein_coding,trtricprjeb535
TTRE1443,TTRE1443_t3,270.0,protein_coding,,dimethylargininase  [Source:UniProtKB/TrEMBL;Acc:A0A077YXL4],protein_coding,trtricprjeb535
TTRE3050,TTRE3050_t1,249.0,protein_coding,,Histone acetyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z056],protein_coding,trtricprjeb535
TTRE9987,TTRE9987_t1,1444.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6478,TTRE6478_t1,451.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2733,TTRE2733_t1,401.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10018,TTRE10018_t1,245.0,protein_coding,,DS domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z365],protein_coding,trtricprjeb535
TTRE3210,TTRE3210_t1,461.0,protein_coding,,DUF2358 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YX12],protein_coding,trtricprjeb535
TTRE1791,TTRE1791_t1,1205.0,protein_coding,,DUF273 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YWR9],protein_coding,trtricprjeb535
TTRE3369,TTRE3369_t1,858.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5000,TTRE5000_t1,1417.0,protein_coding,,Patched family protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YZS9],protein_coding,trtricprjeb535
TTRE11864,TTRE11864_t1,293.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7711,TTRE7711_t1,811.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1654,TTRE1654_t1,241.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4655,TTRE4655_t1,212.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1268,TTRE1268_t1,921.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9345,TTRE9345_t1,322.0,protein_coding,,EB domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZE54],protein_coding,trtricprjeb535
TTRE2551,TTRE2551_t1,575.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1524,TTRE1524_t2,687.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9733,TTRE9733_t1,386.0,protein_coding,,C2 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z4H8],protein_coding,trtricprjeb535
TTRE8947,TTRE8947_t1,213.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3480,TTRE3480_t1,330.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6548,TTRE6548_t1,590.0,protein_coding,,FGFR1 oncogene partner 2 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBB3],protein_coding,trtricprjeb535
TTRE11262,TTRE11262_t1,195.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11259,TTRE11259_t1,233.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2233,TTRE2233_t1,305.0,protein_coding,,T-complex protein 1 subunit epsilon  [Source:UniProtKB/TrEMBL;Acc:A0A077ZI54],protein_coding,trtricprjeb535
TTRE4010,TTRE4010_t1,150.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9988,TTRE9988_t1,518.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1990,TTRE1990_t1,221.0,protein_coding,,SCP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ82],protein_coding,trtricprjeb535
TTRE3106,TTRE3106_t1,595.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11368,TTRE11368_t1,369.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4214,TTRE4214_t1,300.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7202,TTRE7202_t1,177.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8977,TTRE8977_t1,334.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6837,TTRE6837_t1,341.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1285,TTRE1285_t1,200.0,protein_coding,,Clathrin light chain  [Source:UniProtKB/TrEMBL;Acc:A0A077YXP9],protein_coding,trtricprjeb535
TTRE10760,TTRE10760_t1,437.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE39,TTRE39_t1,998.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9408,TTRE9408_t1,330.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5872,TTRE5872_t1,322.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2747,TTRE2747_t1,193.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3392,TTRE3392_t1,180.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4620,TTRE4620_t1,146.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1520,TTRE1520_t1,333.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10901,TTRE10901_t1,141.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8402,TTRE8402_t1,217.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3295,TTRE3295_t1,447.0,protein_coding,,RINT1 TIP1 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2D0],protein_coding,trtricprjeb535
TTRE3101,TTRE3101_t1,249.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11161,TTRE11161_t1,706.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4663,TTRE4663_t1,236.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4529,TTRE4529_t1,592.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2538,TTRE2538_t1,319.0,protein_coding,,Uracil-DNA glycosylase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZD33],protein_coding,trtricprjeb535
TTRE10238,TTRE10238_t1,917.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9087,TTRE9087_t1,205.0,protein_coding,,Ribosomal S17 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z535],protein_coding,trtricprjeb535
TTRE2755,TTRE2755_t1,1367.0,protein_coding,,Histone deacetylase  [Source:UniProtKB/TrEMBL;Acc:A0A077YYC8],protein_coding,trtricprjeb535
TTRE3020,TTRE3020_t1,233.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2746,TTRE2746_t1,179.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5818,TTRE5818_t1,341.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10043,TTRE10043_t2,468.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11633,TTRE11633_t1,2016.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4440,TTRE4440_t1,223.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2104,TTRE2104_t1,637.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10775,TTRE10775_t1,548.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10436,TTRE10436_t1,215.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4635,TTRE4635_t1,335.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11253,TTRE11253_t1,263.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12610,TTRE12610_t1,326.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2816,TTRE2816_t1,503.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6654,TTRE6654_t1,253.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE130,TTRE130_t1,251.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1600,TTRE1600_t1,235.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11235,TTRE11235_t1,1004.0,protein_coding,,ATP binding cassette sub family A  [Source:UniProtKB/TrEMBL;Acc:A0A077Z1D0],protein_coding,trtricprjeb535
TTRE11947,TTRE11947_t1,822.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12153,TTRE12153_t1,1961.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12387,TTRE12387_t1,316.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12624,TTRE12624_t1,495.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9585,TTRE9585_t1,419.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6288,TTRE6288_t1,129.0,protein_coding,,Actin-related protein 2/3 complex subunit 3  [Source:UniProtKB/TrEMBL;Acc:A0A077ZDS1],protein_coding,trtricprjeb535
TTRE6797,TTRE6797_t1,494.0,protein_coding,,DUF4371 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZNB5],protein_coding,trtricprjeb535
TTRE10875,TTRE10875_t1,479.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3384,TTRE3384_t1,186.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5662,TTRE5662_t1,259.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2015,TTRE2015_t1,357.0,protein_coding,,Gamma glutamyltranspeptidase family protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGQ7],protein_coding,trtricprjeb535
TTRE2745,TTRE2745_t1,234.0,protein_coding,,Novel immunogenic protein NIP-2  [Source:UniProtKB/TrEMBL;Acc:A0A077YXD3],protein_coding,trtricprjeb535
TTRE7608,TTRE7608_t1,530.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2626,TTRE2626_t1,294.0,protein_coding,,Phosphatidylinositol 5 phosphate 4 kinase type 2  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAU0],protein_coding,trtricprjeb535
TTRE12323,TTRE12323_t1,599.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8007,TTRE8007_t1,521.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2022,TTRE2022_t1,323.0,protein_coding,,Leishmanolysin-like peptidase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9U2],protein_coding,trtricprjeb535
TTRE3365,TTRE3365_t1,198.0,protein_coding,,Protein CDV3 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9P4],protein_coding,trtricprjeb535
TTRE7247,TTRE7247_t1,317.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1933,TTRE1933_t1,139.0,protein_coding,,Ribosomal protein L19  [Source:UniProtKB/TrEMBL;Acc:A0A077YXE1],protein_coding,trtricprjeb535
TTRE4558,TTRE4558_t1,1286.0,protein_coding,,Amino acid permease  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEK4],protein_coding,trtricprjeb535
TTRE6302,TTRE6302_t1,1193.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1038,TTRE1038_t1,151.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12288,TTRE12288_t1,326.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7138,TTRE7138_t1,472.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3725,TTRE3725_t1,280.0,protein_coding,,Protein grainyhead  [Source:UniProtKB/TrEMBL;Acc:A0A077Z6M8],protein_coding,trtricprjeb535
TTRE5504,TTRE5504_t1,1056.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5727,TTRE5727_t1,707.0,protein_coding,,Putative calcium-dependent protein kinase family protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8E2],protein_coding,trtricprjeb535
TTRE2329,TTRE2329_t1,575.0,protein_coding,,DSPc domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFN2],protein_coding,trtricprjeb535
TTRE11429,TTRE11429_t1,3049.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2553,TTRE2553_t1,241.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11858,TTRE11858_t1,560.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7396,TTRE7396_t1,509.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9161,TTRE9161_t1,551.0,protein_coding,,Malignant T cell amplified sequence 1  [Source:UniProtKB/TrEMBL;Acc:A0A077YW63],protein_coding,trtricprjeb535
TTRE323,TTRE323_t2,503.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11086,TTRE11086_t1,531.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9623,TTRE9623_t1,718.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5899,TTRE5899_t1,1376.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2947,TTRE2947_t1,466.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10781,TTRE10781_t1,341.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7869,TTRE7869_t1,635.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10087,TTRE10087_t1,441.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6265,TTRE6265_t1,345.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2509,TTRE2509_t1,783.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5293,TTRE5293_t2,346.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8475,TTRE8475_t1,335.0,protein_coding,,WD repeat containing protein 51A  [Source:UniProtKB/TrEMBL;Acc:A0A077YVU5],protein_coding,trtricprjeb535
TTRE7307,TTRE7307_t1,374.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7100,TTRE7100_t1,662.0,protein_coding,,Secreted protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZKY9],protein_coding,trtricprjeb535
TTRE7991,TTRE7991_t1,828.0,protein_coding,,Origin recognition complex subunit 2  [Source:UniProtKB/TrEMBL;Acc:A0A077Z571],protein_coding,trtricprjeb535
TTRE9933,TTRE9933_t1,413.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2849,TTRE2849_t1,3409.0,protein_coding,,Putative tick transposon  [Source:UniProtKB/TrEMBL;Acc:A0A077ZMY6],protein_coding,trtricprjeb535
TTRE4045,TTRE4045_t1,1776.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5317,TTRE5317_t1,327.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8106,TTRE8106_t1,437.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8566,TTRE8566_t1,277.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10801,TTRE10801_t1,210.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5962,TTRE5962_t1,538.0,protein_coding,,Magnesium transporter NIPA2  [Source:UniProtKB/TrEMBL;Acc:A0A077Z102],protein_coding,trtricprjeb535
