Gene stable ID,Genome name,Transcript stable ID,Gene description,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence,is_enzyme,is_enzyme_evidence,is_kinase,is_kinase_evidence,is_ion_channel,is_ion_channel_evidence,is_gpcr,is_gpcr_evidence,is_nuclear_receptor,is_nuclear_receptor_evidence,is_privileged_target_family,is_privileged_target_family_evidence
Wban_05537,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05537,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05538,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05538,ATP-grasp domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8F014],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05539,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05539,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05540,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05540,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05541,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05541,WD_REPEATS_REGION domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EZX9],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: STRN",True,Best human orthologue in WormBase ParaSite has < 40% identity: STRN 37.8808%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05542,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05542,Elongation factor Tu GTP binding domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9F7Z3],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTPBP2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: GTPBP2 46.0714%,True,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000795 - Translational (tr)-type GTP-binding domain,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
Wban_05543,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05543,EGF-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8F116],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05544,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05544,Growth/differentiation factor 6  [Source:UniProtKB/TrEMBL;Acc:J9F1F0],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: BMP2",True,Best human orthologue in WormBase ParaSite has < 40% identity: BMP2 23.6111%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05545,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05545,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05546,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05546,proteasome endopeptidase complex  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DRL3],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PSMB5",True,Best human orthologue in WormBase ParaSite has < 40% identity: PSMB5 39.3502%,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000243 - Peptidase T1A, proteasome beta-subunit",False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
Wban_05547,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05547,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05548,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05548,rRNA 2'-O-methyltransferase fibrillarin  [Source:UniProtKB/TrEMBL;Acc:J9FM47],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FBL",False,Best human orthologue found in WormBase Parasite has >= 40% identity: FBL 61.6046%,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR020813 - Fibrillarin, conserved site, IPR000692 - rRNA 2'-O-methyltransferase fibrillarin-like",False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
Wban_05549,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05549,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TAAR8",True,Best human orthologue in WormBase ParaSite has < 40% identity: TAAR8 12.5%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,True,"Encodes protein with InterPro domain(s): IPR017452 - GPCR, rhodopsin-like, 7TM",False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_gpcr
Wban_05550,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05550,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05551,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05551,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05552,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05552,L-2-hydroxyglutarate dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:J9BAR2],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: L2HGDH",False,Best human orthologue found in WormBase Parasite has >= 40% identity: L2HGDH 45.6967%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05553,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05553,G-protein coupled receptors family 1 profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EIR5],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05554,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05554,Branchpoint-bridging protein  [Source:UniProtKB/TrEMBL;Acc:J9F7M7],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: QKI",True,Best human orthologue in WormBase ParaSite has < 40% identity: QKI 11.3703%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05555,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05555,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PPIE",False,Best human orthologue found in WormBase Parasite has >= 40% identity: PPIE 61.3559%,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR016304 - Peptidyl-prolyl cis-trans isomerase E, IPR002130 - Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain, IPR020892 - Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site",False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
Wban_05556,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05556,BTB domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XEY3],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: KLHL8",False,Best human orthologue found in WormBase Parasite has >= 40% identity: KLHL8 40.1163%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05557,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05557,THUMP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9ERX4],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: THUMPD1",True,Best human orthologue in WormBase ParaSite has < 40% identity: THUMPD1 21.7557%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05558,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05558,Protein RFT1 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EBS9],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RFT1",True,Best human orthologue in WormBase ParaSite has < 40% identity: RFT1 29.697%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05559,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05559,Ubiquitin-like protein ATG12  [Source:UniProtKB/TrEMBL;Acc:J9EVB2],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ATG12",False,Best human orthologue found in WormBase Parasite has >= 40% identity: ATG12 46.875%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05560,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05560,Zinc finger protein-like 1 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A1I8F1R5],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ZFPL1",True,Best human orthologue in WormBase ParaSite has < 40% identity: ZFPL1 37.1875%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05561,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05561,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A1I8F1A8]",False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NDUFS1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: NDUFS1 57.3154%,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006656 - Molybdopterin oxidoreductase, IPR010228 - NADH:ubiquinone oxidoreductase, subunit G, IPR019574 - NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding, IPR006963 - Molybdopterin oxidoreductase, 4Fe-4S domain, IPR015405 - NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial-like",False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
Wban_05562,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05562,ANK_REP_REGION domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8F0E3],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TRPV4",True,Best human orthologue in WormBase ParaSite has < 40% identity: TRPV4 20.0717%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,True,Encodes protein with InterPro domain(s)  that are related to GO:0015267: IPR024862 - Transient receptor potential cation channel subfamily V,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_ion_channel
Wban_05563,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05563,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05564,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05564,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05565,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05565,EF-hand domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7GDC2],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CABP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: CABP1 38.9222%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05566,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05566,Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7ESN3],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004843 - Calcineurin-like phosphoesterase domain, ApaH type, IPR006186 - Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase",False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
Wban_05567,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05567,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05568,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05568,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MAP3K4",True,Best human orthologue in WormBase ParaSite has < 40% identity: MAP3K4 23.5294%,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,"Meets the following criteria: is_enzyme, is_kinase"
Wban_05569,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05569,Cytochrome c oxidase assembly factor 3  [Source:UniProtKB/TrEMBL;Acc:J9F280],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05570,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05570,BACK domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8F086],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05571,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05571,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05572,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05572,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05573,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05573,Protein kinase C  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DEQ8],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PRKCA",True,Best human orthologue in WormBase ParaSite has < 40% identity: PRKCA 39.5604%,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000961 - AGC-kinase, C-terminal, IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site, IPR017892 - Protein kinase, C-terminal, IPR014376 - Protein kinase C, delta/epsilon/eta/theta types, IPR034669 - Novel protein kinase C epsilon, catalytic domain",True,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000961 - AGC-kinase, C-terminal, IPR034669 - Novel protein kinase C epsilon, catalytic domain, IPR017892 - Protein kinase, C-terminal, IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site, IPR014376 - Protein kinase C, delta/epsilon/eta/theta types",False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,"Meets the following criteria: is_enzyme, is_kinase"
Wban_05574,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05574,RNA recognition domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EGI7],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05575,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05575,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05576,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05576,SGNH domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DAQ3],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR038885 - Phospholipase B1, membrane-associated",False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
Wban_05577,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05577,Lipocalin/cytosolic fatty-acid binding protein family protein  [Source:UniProtKB/TrEMBL;Acc:J9BNE0],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FABP4",False,Best human orthologue found in WormBase Parasite has >= 40% identity: FABP4 44.6043%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05578,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05578,F-box protein 11  [Source:UniProtKB/TrEMBL;Acc:J9F2G6],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FBXO10",True,Best human orthologue in WormBase ParaSite has < 40% identity: FBXO10 18.559%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05579,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05579,Ribosome biogenesis protein NOP53  [Source:UniProtKB/TrEMBL;Acc:A0A183XCN3],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NOP53",True,Best human orthologue in WormBase ParaSite has < 40% identity: NOP53 24.7642%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
Wban_05580,Wuchereria bancrofti (PRJNA275548),mrna-Wban_05580,BZIP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EWU8],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TEF",True,Best human orthologue in WormBase ParaSite has < 40% identity: TEF 17.5182%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
