Gene stable ID,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence
Wban_04903,ENSG00000143924,EML4,ortholog_one2many,26.2749,24.159,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EML4",True,Best human orthologue in WormBase ParaSite has < 40% identity: EML4 26.2749%
Wban_04904,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04905,ENSG00000169696,ASPSCR1,ortholog_one2one,22.2222,23.5081,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ASPSCR1",True,Best human orthologue in WormBase ParaSite has < 40% identity: ASPSCR1 22.2222%
Wban_04906,ENSG00000006432,MAP3K9,ortholog_many2many,16.2299,17.3913,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MAP3K9",True,Best human orthologue in WormBase ParaSite has < 40% identity: MAP3K9 16.2299%
Wban_04907,ENSG00000182287,AP1S2,ortholog_one2many,80.8917,79.375,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: AP1S2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: AP1S2 80.8917%
Wban_04908,ENSG00000284770,TBCE,ortholog_one2one,28.2474,25.9962,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TBCE",True,Best human orthologue in WormBase ParaSite has < 40% identity: TBCE 28.2474%
Wban_04909,ENSG00000262919,CCNQ,ortholog_one2one,27.1493,24.1935,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CCNQ",True,Best human orthologue in WormBase ParaSite has < 40% identity: CCNQ 27.1493%
Wban_04910,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04911,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04912,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04913,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04914,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04915,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04916,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04917,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04918,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04919,ENSG00000105700,KXD1,ortholog_one2one,28.0303,21.0227,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: KXD1",True,Best human orthologue in WormBase ParaSite has < 40% identity: KXD1 28.0303%
Wban_04920,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04921,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04922,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04923,ENSG00000164128,NPY1R,ortholog_many2many,18.9904,20.5729,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NPY1R",True,Best human orthologue in WormBase ParaSite has < 40% identity: NPY1R 18.9904%
Wban_04924,ENSG00000112640,PPP2R5D,ortholog_one2many,61.9281,62.9568,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PPP2R5D",False,Best human orthologue found in WormBase Parasite has >= 40% identity: PPP2R5D 61.9281%
Wban_04925,ENSG00000183077,AFMID,ortholog_one2one,21.6867,23.7624,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: AFMID",True,Best human orthologue in WormBase ParaSite has < 40% identity: AFMID 21.6867%
Wban_04926,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04927,ENSG00000063761,ADCK1,ortholog_one2one,44.8743,44.3595,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ADCK1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: ADCK1 44.8743%
Wban_04928,ENSG00000198879,SFMBT2,ortholog_many2many,21.5686,12.3043,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SFMBT2",True,Best human orthologue in WormBase ParaSite has < 40% identity: SFMBT2 21.5686%
Wban_04929,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04930,ENSG00000125871,MGME1,ortholog_one2one,22.623,20.0581,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MGME1",True,Best human orthologue in WormBase ParaSite has < 40% identity: MGME1 22.623%
Wban_04931,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04932,ENSG00000103342,GSPT1,ortholog_many2many,48.4568,49.2936,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GSPT1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: GSPT1 48.4568%
Wban_04933,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04934,ENSG00000125249,RAP2A,ortholog_one2one,68.1319,67.7596,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RAP2A",False,Best human orthologue found in WormBase Parasite has >= 40% identity: RAP2A 68.1319%
Wban_04935,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04936,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04937,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04938,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04939,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04940,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04941,ENSG00000142230,SAE1,ortholog_one2one,32.7078,35.2601,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SAE1",True,Best human orthologue in WormBase ParaSite has < 40% identity: SAE1 32.7078%
Wban_04942,ENSG00000112159,MDN1,ortholog_one2one,25.9991,20.461,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MDN1",True,Best human orthologue in WormBase ParaSite has < 40% identity: MDN1 25.9991%
Wban_04943,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04944,ENSG00000164978,NUDT2,ortholog_one2one,48.3444,49.6599,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NUDT2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: NUDT2 48.3444%
Wban_04945,ENSG00000127325,BEST3,ortholog_many2many,24.0987,19.012,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: BEST3",True,Best human orthologue in WormBase ParaSite has < 40% identity: BEST3 24.0987%
Wban_04946,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04947,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04948,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04949,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04950,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04951,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04952,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04953,ENSG00000061794,MRPS35,ortholog_one2one,34.0369,39.9381,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MRPS35",True,Best human orthologue in WormBase ParaSite has < 40% identity: MRPS35 34.0369%
Wban_04954,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04955,ENSG00000100031,GGT1,ortholog_many2many,35.9806,39.0158,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GGT1",True,Best human orthologue in WormBase ParaSite has < 40% identity: GGT1 35.9806%
Wban_04956,ENSG00000100592,DAAM1,ortholog_one2one,31.2,29.2135,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DAAM1",True,Best human orthologue in WormBase ParaSite has < 40% identity: DAAM1 31.2%
Wban_04957,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04958,ENSG00000116663,FBXO6,ortholog_many2many,25.6329,27.6451,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FBXO6",True,Best human orthologue in WormBase ParaSite has < 40% identity: FBXO6 25.6329%
Wban_04959,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04960,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04961,ENSG00000173714,WFIKKN2,ortholog_many2many,7.65379,18.5764,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: WFIKKN2",True,Best human orthologue in WormBase ParaSite has < 40% identity: WFIKKN2 7.65379%
Wban_04962,ENSG00000137261,KIAA0319,ortholog_many2many,1.25,0.466418,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: KIAA0319",True,Best human orthologue in WormBase ParaSite has < 40% identity: KIAA0319 1.25%
Wban_04963,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04964,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04965,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04966,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04967,ENSG00000196547,MAN2A2,ortholog_one2many,34.3594,35.913,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MAN2A2",True,Best human orthologue in WormBase ParaSite has < 40% identity: MAN2A2 34.3594%
Wban_04968,ENSG00000112079,STK38,ortholog_one2many,66.0633,62.7957,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: STK38",False,Best human orthologue found in WormBase Parasite has >= 40% identity: STK38 66.0633%
Wban_04969,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04970,ENSG00000095485,CWF19L1,ortholog_one2one,43.4286,42.3792,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CWF19L1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: CWF19L1 43.4286%
Wban_04971,ENSG00000152133,GPATCH11,ortholog_one2one,28.0405,31.5589,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GPATCH11",True,Best human orthologue in WormBase ParaSite has < 40% identity: GPATCH11 28.0405%
Wban_04972,ENSG00000188529,SRSF10,ortholog_many2many,21.8935,28.2443,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SRSF10",True,Best human orthologue in WormBase ParaSite has < 40% identity: SRSF10 21.8935%
Wban_04973,ENSG00000141446,ESCO1,ortholog_many2many,20.3593,8.09524,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ESCO1",True,Best human orthologue in WormBase ParaSite has < 40% identity: ESCO1 20.3593%
Wban_04974,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04975,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04976,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04977,ENSG00000130640,TUBGCP2,ortholog_one2one,22.1713,16.0754,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TUBGCP2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TUBGCP2 22.1713%
Wban_04978,ENSG00000082898,XPO1,ortholog_one2one,57.1296,57.6097,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: XPO1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: XPO1 57.1296%
Wban_04979,ENSG00000010072,SPRTN,ortholog_one2one,38.8021,30.4703,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SPRTN",True,Best human orthologue in WormBase ParaSite has < 40% identity: SPRTN 38.8021%
Wban_04980,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04981,ENSG00000182979,MTA1,ortholog_one2many,26.2136,41.5385,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MTA1",True,Best human orthologue in WormBase ParaSite has < 40% identity: MTA1 26.2136%
Wban_04982,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04983,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04984,ENSG00000104859,CLASRP,ortholog_one2one,25.4815,25.5193,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CLASRP",True,Best human orthologue in WormBase ParaSite has < 40% identity: CLASRP 25.4815%
Wban_04985,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04986,ENSG00000101276,SLC52A3,ortholog_one2many,31.106,28.7846,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC52A3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SLC52A3 31.106%
Wban_04987,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04988,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04989,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04990,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04991,ENSG00000104140,RHOV,ortholog_many2many,42.4603,45.339,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RHOV",False,Best human orthologue found in WormBase Parasite has >= 40% identity: RHOV 42.4603%
Wban_04992,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04993,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04994,ENSG00000150316,CWC15,ortholog_one2one,60.3687,57.2052,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CWC15",False,Best human orthologue found in WormBase Parasite has >= 40% identity: CWC15 60.3687%
Wban_04995,ENSG00000071859,FAM50A,ortholog_one2many,51.25,48.3776,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FAM50A",False,Best human orthologue found in WormBase Parasite has >= 40% identity: FAM50A 51.25%
Wban_04996,ENSG00000116459,ATP5PB,ortholog_one2one,15.3125,19.1406,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ATP5PB",True,Best human orthologue in WormBase ParaSite has < 40% identity: ATP5PB 15.3125%
Wban_04997,ENSG00000183208,GDPGP1,ortholog_one2one,24.8322,28.8312,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GDPGP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: GDPGP1 24.8322%
Wban_04998,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_04999,ENSG00000090975,PITPNM2,ortholog_many2many,35.8566,6.67161,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PITPNM2",True,Best human orthologue in WormBase ParaSite has < 40% identity: PITPNM2 35.8566%
Wban_05000,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05001,ENSG00000177045,SIX5,ortholog_many2many,22.7273,15.5616,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SIX5",True,Best human orthologue in WormBase ParaSite has < 40% identity: SIX5 22.7273%
Wban_05002,ENSG00000143801,PSEN2,ortholog_many2many,23.5849,22.3214,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PSEN2",True,Best human orthologue in WormBase ParaSite has < 40% identity: PSEN2 23.5849%
Wban_05003,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05004,ENSG00000215277,RNF212B,ortholog_one2many,21.0526,20.0,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RNF212B",True,Best human orthologue in WormBase ParaSite has < 40% identity: RNF212B 21.0526%
Wban_05005,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05006,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05007,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05008,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05009,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05010,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05011,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05012,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05013,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05014,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05015,ENSG00000035928,RFC1,ortholog_one2one,29.6142,24.7602,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RFC1",True,Best human orthologue in WormBase ParaSite has < 40% identity: RFC1 29.6142%
Wban_05016,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05017,ENSG00000180008,SOCS4,ortholog_one2many,37.6271,25.2273,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SOCS4",True,Best human orthologue in WormBase ParaSite has < 40% identity: SOCS4 37.6271%
Wban_05018,ENSG00000163673,DCLK3,ortholog_one2one,20.6989,9.42472,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DCLK3",True,Best human orthologue in WormBase ParaSite has < 40% identity: DCLK3 20.6989%
Wban_05019,ENSG00000197594,ENPP1,ortholog_many2many,27.0742,20.1081,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ENPP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: ENPP1 27.0742%
Wban_05020,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05021,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05022,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05023,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05024,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05025,ENSG00000164252,AGGF1,ortholog_one2one,22.5,15.126,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: AGGF1",True,Best human orthologue in WormBase ParaSite has < 40% identity: AGGF1 22.5%
Wban_05026,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05027,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05028,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05029,ENSG00000104907,TRMT1,ortholog_one2one,38.1481,31.2595,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TRMT1",True,Best human orthologue in WormBase ParaSite has < 40% identity: TRMT1 38.1481%
Wban_05030,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05031,ENSG00000145375,SPATA5,ortholog_one2one,28.6667,24.0761,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SPATA5",True,Best human orthologue in WormBase ParaSite has < 40% identity: SPATA5 28.6667%
Wban_05032,ENSG00000181856,SLC2A4,ortholog_many2many,22.63,14.5383,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC2A4",True,Best human orthologue in WormBase ParaSite has < 40% identity: SLC2A4 22.63%
Wban_05033,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05034,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05035,ENSG00000111727,HCFC2,ortholog_many2many,23.3333,11.4899,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HCFC2",True,Best human orthologue in WormBase ParaSite has < 40% identity: HCFC2 23.3333%
Wban_05036,ENSG00000173653,RCE1,ortholog_one2one,34.4444,28.2675,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RCE1",True,Best human orthologue in WormBase ParaSite has < 40% identity: RCE1 34.4444%
Wban_05037,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05038,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05039,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05040,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05041,ENSG00000141543,EIF4A3,ortholog_one2one,85.396,83.9416,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EIF4A3",False,Best human orthologue found in WormBase Parasite has >= 40% identity: EIF4A3 85.396%
Wban_05042,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05043,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05044,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05045,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05046,ENSG00000029534,ANK1,ortholog_many2many,21.3904,6.38298,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ANK1",True,Best human orthologue in WormBase ParaSite has < 40% identity: ANK1 21.3904%
Wban_05047,ENSG00000128016,ZFP36,ortholog_many2many,11.9898,14.4172,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ZFP36",True,Best human orthologue in WormBase ParaSite has < 40% identity: ZFP36 11.9898%
Wban_05048,ENSG00000152518,ZFP36L2,ortholog_many2many,14.0984,8.70445,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ZFP36L2",True,Best human orthologue in WormBase ParaSite has < 40% identity: ZFP36L2 14.0984%
Wban_05049,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05050,ENSG00000162836,ACP6,ortholog_many2many,19.213,19.3925,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ACP6",True,Best human orthologue in WormBase ParaSite has < 40% identity: ACP6 19.213%
Wban_05051,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05052,ENSG00000157326,DHRS4,ortholog_many2many,5.83739,30.2158,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DHRS4",True,Best human orthologue in WormBase ParaSite has < 40% identity: DHRS4 5.83739%
Wban_05053,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05054,ENSG00000133961,NUMB,ortholog_many2many,15.894,25.8065,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NUMB",True,Best human orthologue in WormBase ParaSite has < 40% identity: NUMB 15.894%
Wban_05055,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05056,ENSG00000173207,CKS1B,ortholog_one2many,52.1739,60.7595,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CKS1B",False,Best human orthologue found in WormBase Parasite has >= 40% identity: CKS1B 52.1739%
Wban_05057,ENSG00000175467,SART1,ortholog_one2one,33.0909,34.125,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SART1",True,Best human orthologue in WormBase ParaSite has < 40% identity: SART1 33.0909%
Wban_05058,ENSG00000104154,SLC30A4,ortholog_one2many,31.7618,29.8368,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC30A4",True,Best human orthologue in WormBase ParaSite has < 40% identity: SLC30A4 31.7618%
Wban_05059,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05060,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05061,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05062,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05063,ENSG00000167220,HDHD2,ortholog_one2one,54.9618,55.5985,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HDHD2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: HDHD2 54.9618%
Wban_05064,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05065,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05066,ENSG00000072195,SPEG,ortholog_many2many,3.53061,5.29538,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SPEG",True,Best human orthologue in WormBase ParaSite has < 40% identity: SPEG 3.53061%
Wban_05067,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05068,ENSG00000072195,SPEG,ortholog_many2many,1.76723,4.28528,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SPEG",True,Best human orthologue in WormBase ParaSite has < 40% identity: SPEG 1.76723%
Wban_05069,ENSG00000182674,KCNB2,ortholog_many2many,30.7847,16.7947,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: KCNB2",True,Best human orthologue in WormBase ParaSite has < 40% identity: KCNB2 30.7847%
Wban_05070,ENSG00000072195,SPEG,ortholog_many2many,3.84472,3.15274,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SPEG",True,Best human orthologue in WormBase ParaSite has < 40% identity: SPEG 3.84472%
Wban_05071,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_05072,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
