Genome project,Gene stable ID,Transcript stable ID,Protein stable ID,Human gene stable ID,Human gene name,Human protein stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene name,Caenorhabditis elegans (PRJNA13758) [WS290] protein stable ID
wuchereria_bancrofti_prjna275548,Wban_08339,mrna-Wban_08339,mrna-Wban_08339,,,,WBGene00007637,dhhc-7,C17D12.1a.1
wuchereria_bancrofti_prjna275548,Wban_08346,mrna-Wban_08346,mrna-Wban_08346,,,,WBGene00007117,spe-42,B0240.2.1
wuchereria_bancrofti_prjna275548,Wban_08352,mrna-Wban_08352,mrna-Wban_08352,,,,WBGene00012289,W05H12.1,W05H12.1.1
wuchereria_bancrofti_prjna275548,Wban_08360,mrna-Wban_08360,mrna-Wban_08360,,,,WBGene00022181,pho-9,Y71H2AM.16.1
wuchereria_bancrofti_prjna275548,Wban_08360,mrna-Wban_08360,mrna-Wban_08360,,,,WBGene00011879,pho-7,T21B6.2.1
wuchereria_bancrofti_prjna275548,Wban_08362,mrna-Wban_08362,mrna-Wban_08362,,,,WBGene00016264,C30F12.5,C30F12.5a.1
wuchereria_bancrofti_prjna275548,Wban_08375,mrna-Wban_08375,mrna-Wban_08375,,,,WBGene00015231,cutl-14,B0511.5.1
wuchereria_bancrofti_prjna275548,Wban_08376,mrna-Wban_08376,mrna-Wban_08376,,,,WBGene00004374,rme-2,T11F8.3a.1
wuchereria_bancrofti_prjna275548,Wban_08386,mrna-Wban_08386,mrna-Wban_08386,,,,WBGene00016422,noah-1,C34G6.6c.1
wuchereria_bancrofti_prjna275548,Wban_08408,mrna-Wban_08408,mrna-Wban_08408,,,,WBGene00005077,src-1,Y92H12A.1b.1
wuchereria_bancrofti_prjna275548,Wban_08436,mrna-Wban_08436,mrna-Wban_08436,,,,WBGene00016932,C54G6.3,C54G6.3.1
wuchereria_bancrofti_prjna275548,Wban_08439,mrna-Wban_08439,mrna-Wban_08439,,,,WBGene00006765,unc-29,T08G11.5.1
wuchereria_bancrofti_prjna275548,Wban_08440,mrna-Wban_08440,mrna-Wban_08440,,,,WBGene00013956,nsph-2,ZK265.3.1
wuchereria_bancrofti_prjna275548,Wban_08442,mrna-Wban_08442,mrna-Wban_08442,,,,WBGene00022144,pghm-1,Y71G12B.4.1
wuchereria_bancrofti_prjna275548,Wban_08454,mrna-Wban_08454,mrna-Wban_08454,,,,WBGene00012279,W05B10.4,W05B10.4.1
wuchereria_bancrofti_prjna275548,Wban_08496,mrna-Wban_08496,mrna-Wban_08496,,,,WBGene00008344,C56A3.5,C56A3.5.1
wuchereria_bancrofti_prjna275548,Wban_08522,mrna-Wban_08522,mrna-Wban_08522,,,,WBGene00015570,C07F11.2,C07F11.2.1
wuchereria_bancrofti_prjna275548,Wban_08566,mrna-Wban_08566,mrna-Wban_08566,,,,WBGene00001990,hot-5,K07A12.6.1
wuchereria_bancrofti_prjna275548,Wban_08578,mrna-Wban_08578,mrna-Wban_08578,,,,WBGene00000211,asm-1,B0252.2.1
wuchereria_bancrofti_prjna275548,Wban_08579,mrna-Wban_08579,mrna-Wban_08579,,,,WBGene00015088,B0252.3,B0252.3b.1
wuchereria_bancrofti_prjna275548,Wban_08582,mrna-Wban_08582,mrna-Wban_08582,,,,WBGene00009945,bath-38,F52H3.3.1
wuchereria_bancrofti_prjna275548,Wban_08585,mrna-Wban_08585,mrna-Wban_08585,,,,WBGene00012165,cutl-6,W01A8.3.1
wuchereria_bancrofti_prjna275548,Wban_08589,mrna-Wban_08589,mrna-Wban_08589,,,,WBGene00009499,ent-6,F36H2.2a.1
wuchereria_bancrofti_prjna275548,Wban_08591,mrna-Wban_08591,mrna-Wban_08591,,,,WBGene00003837,oat-1,T01B11.7.1
wuchereria_bancrofti_prjna275548,Wban_08591,mrna-Wban_08591,mrna-Wban_08591,,,,WBGene00006220,str-176,T01B11.5a.1
wuchereria_bancrofti_prjna275548,Wban_08594,mrna-Wban_08594,mrna-Wban_08594,,,,WBGene00006487,zipt-17,C30H6.2.1
wuchereria_bancrofti_prjna275548,Wban_08602,mrna-Wban_08602,mrna-Wban_08602,,,,WBGene00016564,cmt-1,C41D11.5.1
wuchereria_bancrofti_prjna275548,Wban_08609,mrna-Wban_08609,mrna-Wban_08609,,,,WBGene00021275,dmsr-2,Y23H5B.4.1
wuchereria_bancrofti_prjna275548,Wban_08621,mrna-Wban_08621,mrna-Wban_08621,,,,WBGene00007155,B0379.1,B0379.1a.1
wuchereria_bancrofti_prjna275548,Wban_08625,mrna-Wban_08625,mrna-Wban_08625,,,,WBGene00000788,cpz-1,F32B5.8a.1
wuchereria_bancrofti_prjna275548,Wban_08629,mrna-Wban_08629,mrna-Wban_08629,,,,WBGene00002040,hum-7,F56A6.2a.1
wuchereria_bancrofti_prjna275548,Wban_08643,mrna-Wban_08643,mrna-Wban_08643,,,,WBGene00007492,C09G9.1,C09G9.1a.1
wuchereria_bancrofti_prjna275548,Wban_08644,mrna-Wban_08644,mrna-Wban_08644,,,,WBGene00019713,pqn-52,M01E11.4c.1
wuchereria_bancrofti_prjna275548,Wban_08645,mrna-Wban_08645,mrna-Wban_08645,,,,WBGene00044435,Y20F4.8,Y20F4.8.1
wuchereria_bancrofti_prjna275548,Wban_08653,mrna-Wban_08653,mrna-Wban_08653,,,,WBGene00007699,C24H11.1,C24H11.1.1
wuchereria_bancrofti_prjna275548,Wban_08653,mrna-Wban_08653,mrna-Wban_08653,,,,WBGene00007700,C24H11.2,C24H11.2.1
wuchereria_bancrofti_prjna275548,Wban_08657,mrna-Wban_08657,mrna-Wban_08657,,,,WBGene00018421,F44E2.8,F44E2.8.1
wuchereria_bancrofti_prjna275548,Wban_08661,mrna-Wban_08661,mrna-Wban_08661,,,,WBGene00006694,twk-44,Y71H9A.1.1
wuchereria_bancrofti_prjna275548,Wban_08665,mrna-Wban_08665,mrna-Wban_08665,,,,WBGene00006670,twk-16,F52E4.4.1
wuchereria_bancrofti_prjna275548,Wban_08666,mrna-Wban_08666,mrna-Wban_08666,,,,WBGene00016024,glb-7,C23H5.2.1
wuchereria_bancrofti_prjna275548,Wban_08666,mrna-Wban_08666,mrna-Wban_08666,,,,WBGene00021259,glb-30,Y22D7AR.5.1
wuchereria_bancrofti_prjna275548,Wban_08669,mrna-Wban_08669,mrna-Wban_08669,,,,WBGene00001196,egl-30,M01D7.7a.1
wuchereria_bancrofti_prjna275548,Wban_08672,mrna-Wban_08672,mrna-Wban_08672,,,,WBGene00018002,twk-47,F33D11.5.1
wuchereria_bancrofti_prjna275548,Wban_08674,mrna-Wban_08674,mrna-Wban_08674,,,,WBGene00010369,chd-1,H06O01.2.1
wuchereria_bancrofti_prjna275548,Wban_08694,mrna-Wban_08694,mrna-Wban_08694,,,,WBGene00008191,C49A1.10,C49A1.10.1
wuchereria_bancrofti_prjna275548,Wban_08697,mrna-Wban_08697,mrna-Wban_08697,,,,WBGene00015633,C09D4.2,C09D4.2.1
wuchereria_bancrofti_prjna275548,Wban_08700,mrna-Wban_08700,mrna-Wban_08700,,,,WBGene00044065,tag-229,W09G3.3.1
wuchereria_bancrofti_prjna275548,Wban_08713,mrna-Wban_08713,mrna-Wban_08713,,,,WBGene00015994,C18H7.4,C18H7.4.1
wuchereria_bancrofti_prjna275548,Wban_08716,mrna-Wban_08716,mrna-Wban_08716,,,,WBGene00006656,twk-1,F21C3.1.1
wuchereria_bancrofti_prjna275548,Wban_08727,mrna-Wban_08727,mrna-Wban_08727,,,,WBGene00013180,cutl-10,Y53H1B.1.1
wuchereria_bancrofti_prjna275548,Wban_08729,mrna-Wban_08729,mrna-Wban_08729,,,,WBGene00013704,Y106G6D.8,Y106G6D.8.1
wuchereria_bancrofti_prjna275548,Wban_08745,mrna-Wban_08745,mrna-Wban_08745,,,,WBGene00016749,C48E7.1,C48E7.1.1
wuchereria_bancrofti_prjna275548,Wban_08746,mrna-Wban_08746,mrna-Wban_08746,,,,WBGene00006771,tln-1,Y71G12B.11a.1
wuchereria_bancrofti_prjna275548,Wban_08756,mrna-Wban_08756,mrna-Wban_08756,,,,WBGene00021036,W05F2.4,W05F2.4e.1
wuchereria_bancrofti_prjna275548,Wban_08783,mrna-Wban_08783,mrna-Wban_08783,,,,WBGene00004202,pry-1,C37A5.9.1
wuchereria_bancrofti_prjna275548,Wban_08784,mrna-Wban_08784,mrna-Wban_08784,,,,WBGene00018774,F53G12.9,F53G12.9a.1
wuchereria_bancrofti_prjna275548,Wban_08784,mrna-Wban_08784,mrna-Wban_08784,,,,WBGene00013266,Y57A10A.26,Y57A10A.26.1
wuchereria_bancrofti_prjna275548,Wban_08817,mrna-Wban_08817,mrna-Wban_08817,,,,WBGene00021210,Y18H1A.4,Y18H1A.4.2
wuchereria_bancrofti_prjna275548,Wban_08818,mrna-Wban_08818,mrna-Wban_08818,,,,WBGene00015027,B0207.2,B0207.2.2
wuchereria_bancrofti_prjna275548,Wban_08826,mrna-Wban_08826,mrna-Wban_08826,,,,WBGene00009162,F26E4.7,F26E4.7a.1
wuchereria_bancrofti_prjna275548,Wban_08829,mrna-Wban_08829,mrna-Wban_08829,,,,WBGene00003471,mtd-1,ZK337.5.1
wuchereria_bancrofti_prjna275548,Wban_08837,mrna-Wban_08837,mrna-Wban_08837,,,,WBGene00017795,F25F8.1,F25F8.1.1
wuchereria_bancrofti_prjna275548,Wban_08838,mrna-Wban_08838,mrna-Wban_08838,,,,WBGene00001592,glc-2,F25F8.2.1
wuchereria_bancrofti_prjna275548,Wban_08844,mrna-Wban_08844,mrna-Wban_08844,,,,WBGene00012478,mxt-1,Y18D10A.8.1
wuchereria_bancrofti_prjna275548,Wban_08862,mrna-Wban_08862,mrna-Wban_08862,,,,WBGene00000232,avr-14,B0207.12b.1
wuchereria_bancrofti_prjna275548,Wban_08875,mrna-Wban_08875,mrna-Wban_08875,,,,WBGene00022635,ZC581.9,ZC581.9c.1
wuchereria_bancrofti_prjna275548,Wban_08877,mrna-Wban_08877,mrna-Wban_08877,,,,WBGene00001065,dpy-3,EGAP7.1.1
wuchereria_bancrofti_prjna275548,Wban_08884,mrna-Wban_08884,mrna-Wban_08884,,,,WBGene00009961,cutl-7,F53B6.6.1
wuchereria_bancrofti_prjna275548,Wban_08899,mrna-Wban_08899,mrna-Wban_08899,,,,WBGene00045483,oxy-5,F56H1.7.1
wuchereria_bancrofti_prjna275548,Wban_08901,mrna-Wban_08901,mrna-Wban_08901,,,,WBGene00018995,ccpp-1,F56H1.5.1
wuchereria_bancrofti_prjna275548,Wban_08909,mrna-Wban_08909,mrna-Wban_08909,,,,WBGene00010931,M162.5,M162.5.1
wuchereria_bancrofti_prjna275548,Wban_08909,mrna-Wban_08909,mrna-Wban_08909,,,,WBGene00011185,R10D12.1,R10D12.1.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,WBGene00015724,C13A2.7,C13A2.7b.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,WBGene00015720,C13A2.3,C13A2.3.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,WBGene00012346,W08G11.1,W08G11.1.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,WBGene00017977,F32B5.3,F32B5.3.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,WBGene00010163,F56H6.2,F56H6.2.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,WBGene00019373,K04A8.1,K04A8.1.2
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,WBGene00019449,K06H6.1,K06H6.1.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,WBGene00009332,F32D8.8,F32D8.8.1
wuchereria_bancrofti_prjna275548,Wban_08937,mrna-Wban_08937,mrna-Wban_08937,,,,WBGene00302974,Y65B4BM.3,Y65B4BM.3.1
wuchereria_bancrofti_prjna275548,Wban_08945,mrna-Wban_08945,mrna-Wban_08945,,,,WBGene00044437,Y47G6A.32,Y47G6A.32.1
wuchereria_bancrofti_prjna275548,Wban_08956,mrna-Wban_08956,mrna-Wban_08956,,,,WBGene00011122,cpt-2,R07H5.2a.1
wuchereria_bancrofti_prjna275548,Wban_08971,mrna-Wban_08971,mrna-Wban_08971,,,,WBGene00044438,Y51F10.11,Y51F10.11.1
wuchereria_bancrofti_prjna275548,Wban_08980,mrna-Wban_08980,mrna-Wban_08980,,,,WBGene00016404,mutd-1,C34D4.13.1
wuchereria_bancrofti_prjna275548,Wban_08992,mrna-Wban_08992,mrna-Wban_08992,,,,WBGene00017893,F28B4.4,F28B4.4.1
wuchereria_bancrofti_prjna275548,Wban_08992,mrna-Wban_08992,mrna-Wban_08992,,,,WBGene00010870,let-522,M05B5.2.1
wuchereria_bancrofti_prjna275548,Wban_09001,mrna-Wban_09001,mrna-Wban_09001,,,,WBGene00015008,lmd-2,B0041.3.1
wuchereria_bancrofti_prjna275548,Wban_09007,mrna-Wban_09007,mrna-Wban_09007,,,,WBGene00015501,C06A5.3,C06A5.3b.1
wuchereria_bancrofti_prjna275548,Wban_09010,mrna-Wban_09010,mrna-Wban_09010,,,,WBGene00009559,mtx-1,F39B2.11.1
wuchereria_bancrofti_prjna275548,Wban_09011,mrna-Wban_09011,mrna-Wban_09011,,,,WBGene00000493,che-14,F56H1.1.1
wuchereria_bancrofti_prjna275548,Wban_09012,mrna-Wban_09012,mrna-Wban_09012,,,,WBGene00009158,F26E4.3,F26E4.3.2
wuchereria_bancrofti_prjna275548,Wban_09025,mrna-Wban_09025,mrna-Wban_09025,,,,WBGene00007214,C01A2.2,C01A2.2a.1
wuchereria_bancrofti_prjna275548,Wban_09027,mrna-Wban_09027,mrna-Wban_09027,,,,WBGene00010998,R03G8.3,R03G8.3.1
wuchereria_bancrofti_prjna275548,Wban_09027,mrna-Wban_09027,mrna-Wban_09027,,,,WBGene00013539,Y73F8A.35,Y73F8A.35a.1
wuchereria_bancrofti_prjna275548,Wban_09027,mrna-Wban_09027,mrna-Wban_09027,,,,WBGene00010996,R03G8.1,R03G8.1.1
wuchereria_bancrofti_prjna275548,Wban_09032,mrna-Wban_09032,mrna-Wban_09032,,,,WBGene00013711,Y106G6G.2,Y106G6G.2.1
wuchereria_bancrofti_prjna275548,Wban_09045,mrna-Wban_09045,mrna-Wban_09045,,,,WBGene00004496,rps-27,F56E10.4.2
wuchereria_bancrofti_prjna275548,Wban_09047,mrna-Wban_09047,mrna-Wban_09047,,,,WBGene00000625,col-48,Y54E10BL.2.1
wuchereria_bancrofti_prjna275548,Wban_09057,mrna-Wban_09057,mrna-Wban_09057,,,,WBGene00008141,C47E8.1,C47E8.1.1
wuchereria_bancrofti_prjna275548,Wban_09061,mrna-Wban_09061,mrna-Wban_09061,,,,WBGene00010416,hxk-2,H25P06.1.1
wuchereria_bancrofti_prjna275548,Wban_09062,mrna-Wban_09062,mrna-Wban_09062,,,,WBGene00006797,unc-63,Y110A7A.3.1
wuchereria_bancrofti_prjna275548,Wban_09068,mrna-Wban_09068,mrna-Wban_09068,,,,WBGene00006616,trp-4,Y71A12B.4.1
wuchereria_bancrofti_prjna275548,Wban_09077,mrna-Wban_09077,mrna-Wban_09077,,,,WBGene00009915,F52A8.1,F52A8.1.1
wuchereria_bancrofti_prjna275548,Wban_09078,mrna-Wban_09078,mrna-Wban_09078,,,,WBGene00004976,spe-41,K01A11.4a.1
wuchereria_bancrofti_prjna275548,Wban_09080,mrna-Wban_09080,mrna-Wban_09080,,,,WBGene00004214,ptp-2,F59G1.5.1
wuchereria_bancrofti_prjna275548,Wban_09084,mrna-Wban_09084,mrna-Wban_09084,,,,WBGene00009562,flp-22,F39H2.1.1
wuchereria_bancrofti_prjna275548,Wban_09093,mrna-Wban_09093,mrna-Wban_09093,,,,WBGene00012241,W04A8.6,W04A8.6a.1
wuchereria_bancrofti_prjna275548,Wban_09094,mrna-Wban_09094,mrna-Wban_09094,,,,WBGene00018923,eme-1,F56A6.4a.1
wuchereria_bancrofti_prjna275548,Wban_09101,mrna-Wban_09101,mrna-Wban_09101,,,,WBGene00001812,haf-2,F43E2.4.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,WBGene00000267,bre-2,Y39E4B.9c.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,WBGene00011780,T15D6.5,T15D6.5.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,WBGene00008787,F14B6.6,F14B6.6a.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,WBGene00011659,T09E11.10,T09E11.10.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,WBGene00011665,T09F5.1,T09F5.1.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,WBGene00008291,C54C8.3,C54C8.3.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,WBGene00008785,F14B6.4,F14B6.4.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,WBGene00008162,C47F8.6,C47F8.6.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,WBGene00008161,C47F8.5,C47F8.5.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,WBGene00008478,E03H4.11,E03H4.11.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,WBGene00007104,B0024.15,B0024.15.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,WBGene00008159,C47F8.3,C47F8.3.1
wuchereria_bancrofti_prjna275548,Wban_09124,mrna-Wban_09124,mrna-Wban_09124,,,,WBGene00019012,F57C9.6,F57C9.6.1
wuchereria_bancrofti_prjna275548,Wban_09133,mrna-Wban_09133,mrna-Wban_09133,,,,WBGene00013859,ZC247.1,ZC247.1.1
wuchereria_bancrofti_prjna275548,Wban_09139,mrna-Wban_09139,mrna-Wban_09139,,,,WBGene00004786,sex-1,F44A6.2.1
wuchereria_bancrofti_prjna275548,Wban_09160,mrna-Wban_09160,mrna-Wban_09160,,,,WBGene00000371,cox-5B,F26E4.9.2
wuchereria_bancrofti_prjna275548,Wban_09170,mrna-Wban_09170,mrna-Wban_09170,,,,WBGene00011948,rocf-1,T23F1.5.1
wuchereria_bancrofti_prjna275548,Wban_09175,mrna-Wban_09175,mrna-Wban_09175,,,,WBGene00018526,F47B3.2,F47B3.2.1
wuchereria_bancrofti_prjna275548,Wban_09175,mrna-Wban_09175,mrna-Wban_09175,,,,WBGene00018531,F47B3.7,F47B3.7.1
wuchereria_bancrofti_prjna275548,Wban_09175,mrna-Wban_09175,mrna-Wban_09175,,,,WBGene00015929,C17H12.3,C17H12.3.1
wuchereria_bancrofti_prjna275548,Wban_09178,mrna-Wban_09178,mrna-Wban_09178,,,,WBGene00020045,glb-23,R13A1.8.1
wuchereria_bancrofti_prjna275548,Wban_09183,mrna-Wban_09183,mrna-Wban_09183,,,,WBGene00007536,daf-36,C12D8.5.1
wuchereria_bancrofti_prjna275548,Wban_09184,mrna-Wban_09184,mrna-Wban_09184,,,,WBGene00010299,F59A1.13,F59A1.13.1
wuchereria_bancrofti_prjna275548,Wban_09194,mrna-Wban_09194,mrna-Wban_09194,,,,WBGene00010998,R03G8.3,R03G8.3.1
wuchereria_bancrofti_prjna275548,Wban_09194,mrna-Wban_09194,mrna-Wban_09194,,,,WBGene00013539,Y73F8A.35,Y73F8A.35a.1
wuchereria_bancrofti_prjna275548,Wban_09194,mrna-Wban_09194,mrna-Wban_09194,,,,WBGene00010996,R03G8.1,R03G8.1.1
wuchereria_bancrofti_prjna275548,Wban_09195,mrna-Wban_09195,mrna-Wban_09195,,,,WBGene00007304,ttr-39,C04G2.1a.1
wuchereria_bancrofti_prjna275548,Wban_09205,mrna-Wban_09205,mrna-Wban_09205,,,,WBGene00006404,tag-10,C31C9.1a.1
wuchereria_bancrofti_prjna275548,Wban_09211,mrna-Wban_09211,mrna-Wban_09211,,,,WBGene00013256,Y57A10A.13,Y57A10A.13.1
wuchereria_bancrofti_prjna275548,Wban_09212,mrna-Wban_09212,mrna-Wban_09212,,,,WBGene00007555,dohh-1,C14A4.1.1
wuchereria_bancrofti_prjna275548,Wban_09214,mrna-Wban_09214,mrna-Wban_09214,,,,WBGene00010458,mrpl-10,K01C8.6.1
wuchereria_bancrofti_prjna275548,Wban_09222,mrna-Wban_09222,mrna-Wban_09222,,,,WBGene00009504,F37B12.1,F37B12.1.1
wuchereria_bancrofti_prjna275548,Wban_09225,mrna-Wban_09225,mrna-Wban_09225,,,,WBGene00013260,rsr-2,Y57A10A.19.1
wuchereria_bancrofti_prjna275548,Wban_09230,mrna-Wban_09230,mrna-Wban_09230,,,,WBGene00012094,T27E9.2,T27E9.2.1
wuchereria_bancrofti_prjna275548,Wban_09234,mrna-Wban_09234,mrna-Wban_09234,,,,WBGene00008222,C50B6.9,C50B6.9.1
wuchereria_bancrofti_prjna275548,Wban_09235,mrna-Wban_09235,mrna-Wban_09235,,,,WBGene00008222,C50B6.9,C50B6.9.1
wuchereria_bancrofti_prjna275548,Wban_09242,mrna-Wban_09242,mrna-Wban_09242,,,,WBGene00000383,cdc-14,C17G10.4h.1
wuchereria_bancrofti_prjna275548,Wban_09256,mrna-Wban_09256,mrna-Wban_09256,,,,WBGene00007812,C29F7.3,C29F7.3.1
wuchereria_bancrofti_prjna275548,Wban_09256,mrna-Wban_09256,mrna-Wban_09256,,,,WBGene00009575,F40F8.1,F40F8.1b.1
wuchereria_bancrofti_prjna275548,Wban_09258,mrna-Wban_09258,mrna-Wban_09258,,,,WBGene00019496,frpr-14,K07E8.5.1
wuchereria_bancrofti_prjna275548,Wban_09268,mrna-Wban_09268,mrna-Wban_09268,,,,WBGene00001072,dpy-10,T14B4.7.1
wuchereria_bancrofti_prjna275548,Wban_09269,mrna-Wban_09269,mrna-Wban_09269,,,,WBGene00020501,T14B4.5,T14B4.5.1
wuchereria_bancrofti_prjna275548,Wban_09281,mrna-Wban_09281,mrna-Wban_09281,,,,WBGene00012610,Y38F1A.8,Y38F1A.8.1
wuchereria_bancrofti_prjna275548,Wban_09283,mrna-Wban_09283,mrna-Wban_09283,,,,WBGene00003860,oig-2,Y38F1A.9.1
wuchereria_bancrofti_prjna275548,Wban_09284,mrna-Wban_09284,mrna-Wban_09284,,,,WBGene00016630,acer-1,C44B7.10.1
wuchereria_bancrofti_prjna275548,Wban_09297,mrna-Wban_09297,mrna-Wban_09297,,,,WBGene00004398,rol-8,ZK1290.3.1
wuchereria_bancrofti_prjna275548,Wban_09300,mrna-Wban_09300,mrna-Wban_09300,,,,WBGene00011508,T05H10.3,T05H10.3.1
wuchereria_bancrofti_prjna275548,Wban_09301,mrna-Wban_09301,mrna-Wban_09301,,,,WBGene00007474,C08H9.15,C08H9.15.1
wuchereria_bancrofti_prjna275548,Wban_09309,mrna-Wban_09309,mrna-Wban_09309,,,,WBGene00017970,F32A5.4,F32A5.4a.1
wuchereria_bancrofti_prjna275548,Wban_09312,mrna-Wban_09312,mrna-Wban_09312,,,,WBGene00014173,srlf-34,ZK970.7.1
wuchereria_bancrofti_prjna275548,Wban_09312,mrna-Wban_09312,mrna-Wban_09312,,,,WBGene00015514,srlf-1,C06A8.3.1
wuchereria_bancrofti_prjna275548,Wban_09315,mrna-Wban_09315,mrna-Wban_09315,,,,WBGene00000289,cam-1,C01G6.8a.1
wuchereria_bancrofti_prjna275548,Wban_09327,mrna-Wban_09327,mrna-Wban_09327,,,,WBGene00018016,lrr-1,F33G12.4.1
wuchereria_bancrofti_prjna275548,Wban_09329,mrna-Wban_09329,mrna-Wban_09329,,,,WBGene00012628,Y38H6C.16,Y38H6C.16.2
wuchereria_bancrofti_prjna275548,Wban_09330,mrna-Wban_09330,mrna-Wban_09330,,,,WBGene00018249,F40H3.1,F40H3.1a.1
wuchereria_bancrofti_prjna275548,Wban_09335,mrna-Wban_09335,mrna-Wban_09335,,,,WBGene00003859,oig-1,C09E7.3.1
wuchereria_bancrofti_prjna275548,Wban_09335,mrna-Wban_09335,mrna-Wban_09335,,,,WBGene00043050,oig-4,R07G3.9.1
wuchereria_bancrofti_prjna275548,Wban_09350,mrna-Wban_09350,mrna-Wban_09350,,,,WBGene00017215,F07F6.1,F07F6.1.1
wuchereria_bancrofti_prjna275548,Wban_09354,mrna-Wban_09354,mrna-Wban_09354,,,,WBGene00006710,ubc-15,Y110A2AR.2f.1
wuchereria_bancrofti_prjna275548,Wban_09360,mrna-Wban_09360,mrna-Wban_09360,,,,WBGene00004267,rab-3,C18A3.6a.1
wuchereria_bancrofti_prjna275548,Wban_09368,mrna-Wban_09368,mrna-Wban_09368,,,,WBGene00021419,eri-5,Y38F2AR.1a.1
wuchereria_bancrofti_prjna275548,Wban_09368,mrna-Wban_09368,mrna-Wban_09368,,,,WBGene00009052,ekl-1,F22D6.6.1
wuchereria_bancrofti_prjna275548,Wban_09370,mrna-Wban_09370,mrna-Wban_09370,,,,WBGene00001988,hot-3,W02B8.5.1
wuchereria_bancrofti_prjna275548,Wban_09378,mrna-Wban_09378,mrna-Wban_09378,,,,WBGene00004129,pqn-42,F53G2.4b.1
wuchereria_bancrofti_prjna275548,Wban_09380,mrna-Wban_09380,mrna-Wban_09380,,,,WBGene00001842,her-1,ZK287.8a.1
wuchereria_bancrofti_prjna275548,Wban_09381,mrna-Wban_09381,mrna-Wban_09381,,,,WBGene00007192,nduf-11,B0491.5.1
wuchereria_bancrofti_prjna275548,Wban_09385,mrna-Wban_09385,mrna-Wban_09385,,,,WBGene00004218,ptr-3,C41D7.2.1
wuchereria_bancrofti_prjna275548,Wban_09396,mrna-Wban_09396,mrna-Wban_09396,,,,WBGene00000710,col-137,Y51H4A.9.1
wuchereria_bancrofti_prjna275548,Wban_09400,mrna-Wban_09400,mrna-Wban_09400,,,,WBGene00011888,cutl-15,T21B10.6.1
wuchereria_bancrofti_prjna275548,Wban_09401,mrna-Wban_09401,mrna-Wban_09401,,,,WBGene00009790,lgc-44,F46F3.2.1
wuchereria_bancrofti_prjna275548,Wban_09415,mrna-Wban_09415,mrna-Wban_09415,,,,WBGene00008423,D2045.5,D2045.5.1
wuchereria_bancrofti_prjna275548,Wban_09415,mrna-Wban_09415,mrna-Wban_09415,,,,WBGene00021639,Y47G6A.13,Y47G6A.13.1
wuchereria_bancrofti_prjna275548,Wban_09424,mrna-Wban_09424,mrna-Wban_09424,,,,WBGene00013173,Y53F4B.27,Y53F4B.27a.1
wuchereria_bancrofti_prjna275548,Wban_09426,mrna-Wban_09426,mrna-Wban_09426,,,,WBGene00006831,unc-104,C52E12.2b.1
wuchereria_bancrofti_prjna275548,Wban_09430,mrna-Wban_09430,mrna-Wban_09430,,,,WBGene00009779,F46C5.2,F46C5.2.1
wuchereria_bancrofti_prjna275548,Wban_09442,mrna-Wban_09442,mrna-Wban_09442,,,,WBGene00044019,C55A6.12,C55A6.12a.1
wuchereria_bancrofti_prjna275548,Wban_09451,mrna-Wban_09451,mrna-Wban_09451,,,,WBGene00012988,ztf-22,Y48C3A.4b.1
