Genome project,Gene stable ID,Transcript stable ID,Protein stable ID,Gene description,Human gene stable ID,Human gene name,Human protein stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene name,Caenorhabditis elegans (PRJNA13758) [WS290] protein stable ID
wuchereria_bancrofti_prjna275548,Wban_08440,mrna-Wban_08440,mrna-Wban_08440,MFP2 family protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8E8W3],,,,WBGene00013956,nsph-2,ZK265.3.1
wuchereria_bancrofti_prjna275548,Wban_08442,mrna-Wban_08442,mrna-Wban_08442,peptidylglycine monooxygenase  [Source:UniProtKB/TrEMBL;Acc:J9EZB2],,,,WBGene00022144,pghm-1,Y71G12B.4.1
wuchereria_bancrofti_prjna275548,Wban_08454,mrna-Wban_08454,mrna-Wban_08454,,,,,WBGene00012279,W05B10.4,W05B10.4.1
wuchereria_bancrofti_prjna275548,Wban_08496,mrna-Wban_08496,mrna-Wban_08496,F-box domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EH36],,,,WBGene00008344,C56A3.5,C56A3.5.1
wuchereria_bancrofti_prjna275548,Wban_08522,mrna-Wban_08522,mrna-Wban_08522,,,,,WBGene00015570,C07F11.2,C07F11.2.1
wuchereria_bancrofti_prjna275548,Wban_08566,mrna-Wban_08566,mrna-Wban_08566,,,,,WBGene00001990,hot-5,K07A12.6.1
wuchereria_bancrofti_prjna275548,Wban_08578,mrna-Wban_08578,mrna-Wban_08578,Sphingomyelin phosphodiesterase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FHY7],,,,WBGene00000211,asm-1,B0252.2.1
wuchereria_bancrofti_prjna275548,Wban_08579,mrna-Wban_08579,mrna-Wban_08579,MFS domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ES67],,,,WBGene00015088,B0252.3,B0252.3b.1
wuchereria_bancrofti_prjna275548,Wban_08582,mrna-Wban_08582,mrna-Wban_08582,,,,,WBGene00009945,bath-38,F52H3.3.1
wuchereria_bancrofti_prjna275548,Wban_08585,mrna-Wban_08585,mrna-Wban_08585,ZP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EKE1],,,,WBGene00012165,cutl-6,W01A8.3.1
wuchereria_bancrofti_prjna275548,Wban_08589,mrna-Wban_08589,mrna-Wban_08589,,,,,WBGene00009499,ent-6,F36H2.2a.1
wuchereria_bancrofti_prjna275548,Wban_08591,mrna-Wban_08591,mrna-Wban_08591,Major facilitator superfamily (MFS) profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DH59],,,,WBGene00003837,oat-1,T01B11.7.1
wuchereria_bancrofti_prjna275548,Wban_08591,mrna-Wban_08591,mrna-Wban_08591,Major facilitator superfamily (MFS) profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DH59],,,,WBGene00006220,str-176,T01B11.5a.1
wuchereria_bancrofti_prjna275548,Wban_08594,mrna-Wban_08594,mrna-Wban_08594,,,,,WBGene00006487,zipt-17,C30H6.2.1
wuchereria_bancrofti_prjna275548,Wban_08602,mrna-Wban_08602,mrna-Wban_08602,,,,,WBGene00016564,cmt-1,C41D11.5.1
wuchereria_bancrofti_prjna275548,Wban_08609,mrna-Wban_08609,mrna-Wban_08609,,,,,WBGene00021275,dmsr-2,Y23H5B.4.1
wuchereria_bancrofti_prjna275548,Wban_08621,mrna-Wban_08621,mrna-Wban_08621,,,,,WBGene00007155,B0379.1,B0379.1a.1
wuchereria_bancrofti_prjna275548,Wban_08625,mrna-Wban_08625,mrna-Wban_08625,cathepsin X  [Source:UniProtKB/TrEMBL;Acc:J9B6J9],,,,WBGene00000788,cpz-1,F32B5.8a.1
wuchereria_bancrofti_prjna275548,Wban_08629,mrna-Wban_08629,mrna-Wban_08629,,,,,WBGene00002040,hum-7,F56A6.2a.1
wuchereria_bancrofti_prjna275548,Wban_08643,mrna-Wban_08643,mrna-Wban_08643,,,,,WBGene00007492,C09G9.1,C09G9.1a.1
wuchereria_bancrofti_prjna275548,Wban_08644,mrna-Wban_08644,mrna-Wban_08644,,,,,WBGene00019713,pqn-52,M01E11.4c.1
wuchereria_bancrofti_prjna275548,Wban_08645,mrna-Wban_08645,mrna-Wban_08645,,,,,WBGene00044435,Y20F4.8,Y20F4.8.1
wuchereria_bancrofti_prjna275548,Wban_08653,mrna-Wban_08653,mrna-Wban_08653,,,,,WBGene00007699,C24H11.1,C24H11.1.1
wuchereria_bancrofti_prjna275548,Wban_08653,mrna-Wban_08653,mrna-Wban_08653,,,,,WBGene00007700,C24H11.2,C24H11.2.1
wuchereria_bancrofti_prjna275548,Wban_08657,mrna-Wban_08657,mrna-Wban_08657,NADAR domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9BBS8],,,,WBGene00018421,F44E2.8,F44E2.8.1
wuchereria_bancrofti_prjna275548,Wban_08661,mrna-Wban_08661,mrna-Wban_08661,,,,,WBGene00006694,twk-44,Y71H9A.1.1
wuchereria_bancrofti_prjna275548,Wban_08665,mrna-Wban_08665,mrna-Wban_08665,,,,,WBGene00006670,twk-16,F52E4.4.1
wuchereria_bancrofti_prjna275548,Wban_08666,mrna-Wban_08666,mrna-Wban_08666,Globin family profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DIG7],,,,WBGene00016024,glb-7,C23H5.2.1
wuchereria_bancrofti_prjna275548,Wban_08666,mrna-Wban_08666,mrna-Wban_08666,Globin family profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DIG7],,,,WBGene00021259,glb-30,Y22D7AR.5.1
wuchereria_bancrofti_prjna275548,Wban_08669,mrna-Wban_08669,mrna-Wban_08669,Guanine nucleotide-binding protein G(Q) subunit alpha  [Source:UniProtKB/TrEMBL;Acc:J9F1B9],,,,WBGene00001196,egl-30,M01D7.7a.1
wuchereria_bancrofti_prjna275548,Wban_08672,mrna-Wban_08672,mrna-Wban_08672,Ion_trans_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ERV0],,,,WBGene00018002,twk-47,F33D11.5.1
wuchereria_bancrofti_prjna275548,Wban_08674,mrna-Wban_08674,mrna-Wban_08674,,,,,WBGene00010369,chd-1,H06O01.2.1
wuchereria_bancrofti_prjna275548,Wban_08694,mrna-Wban_08694,mrna-Wban_08694,MARVEL domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FQT2],,,,WBGene00008191,C49A1.10,C49A1.10.1
wuchereria_bancrofti_prjna275548,Wban_08697,mrna-Wban_08697,mrna-Wban_08697,,,,,WBGene00015633,C09D4.2,C09D4.2.1
wuchereria_bancrofti_prjna275548,Wban_08700,mrna-Wban_08700,mrna-Wban_08700,Hemimethylated DNA-binding domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FH70],,,,WBGene00044065,tag-229,W09G3.3.1
wuchereria_bancrofti_prjna275548,Wban_08713,mrna-Wban_08713,mrna-Wban_08713,Tyrosine-protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A183XUU2],,,,WBGene00015994,C18H7.4,C18H7.4.1
wuchereria_bancrofti_prjna275548,Wban_08716,mrna-Wban_08716,mrna-Wban_08716,,,,,WBGene00006656,twk-1,F21C3.1.1
wuchereria_bancrofti_prjna275548,Wban_08727,mrna-Wban_08727,mrna-Wban_08727,ZP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DNT7],,,,WBGene00013180,cutl-10,Y53H1B.1.1
wuchereria_bancrofti_prjna275548,Wban_08729,mrna-Wban_08729,mrna-Wban_08729,Activin types I and II receptor domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EUN7],,,,WBGene00013704,Y106G6D.8,Y106G6D.8.1
wuchereria_bancrofti_prjna275548,Wban_08745,mrna-Wban_08745,mrna-Wban_08745,,,,,WBGene00016749,C48E7.1,C48E7.1.1
wuchereria_bancrofti_prjna275548,Wban_08746,mrna-Wban_08746,mrna-Wban_08746,I/LWEQ domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EQD5],,,,WBGene00006771,tln-1,Y71G12B.11a.1
wuchereria_bancrofti_prjna275548,Wban_08756,mrna-Wban_08756,mrna-Wban_08756,,,,,WBGene00021036,W05F2.4,W05F2.4e.1
wuchereria_bancrofti_prjna275548,Wban_08783,mrna-Wban_08783,mrna-Wban_08783,DIX domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EZB4],,,,WBGene00004202,pry-1,C37A5.9.1
wuchereria_bancrofti_prjna275548,Wban_08784,mrna-Wban_08784,mrna-Wban_08784,Failed axon connections protein  [Source:UniProtKB/TrEMBL;Acc:J9FDB4],,,,WBGene00018774,F53G12.9,F53G12.9a.1
wuchereria_bancrofti_prjna275548,Wban_08784,mrna-Wban_08784,mrna-Wban_08784,Failed axon connections protein  [Source:UniProtKB/TrEMBL;Acc:J9FDB4],,,,WBGene00013266,Y57A10A.26,Y57A10A.26.1
wuchereria_bancrofti_prjna275548,Wban_08817,mrna-Wban_08817,mrna-Wban_08817,Phosphoglycerate mutase  [Source:UniProtKB/TrEMBL;Acc:J9B0R2],,,,WBGene00021210,Y18H1A.4,Y18H1A.4.2
wuchereria_bancrofti_prjna275548,Wban_08818,mrna-Wban_08818,mrna-Wban_08818,,,,,WBGene00015027,B0207.2,B0207.2.2
wuchereria_bancrofti_prjna275548,Wban_08826,mrna-Wban_08826,mrna-Wban_08826,FAS1 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ER47],,,,WBGene00009162,F26E4.7,F26E4.7a.1
wuchereria_bancrofti_prjna275548,Wban_08829,mrna-Wban_08829,mrna-Wban_08829,,,,,WBGene00003471,mtd-1,ZK337.5.1
wuchereria_bancrofti_prjna275548,Wban_08837,mrna-Wban_08837,mrna-Wban_08837,,,,,WBGene00017795,F25F8.1,F25F8.1.1
wuchereria_bancrofti_prjna275548,Wban_08838,mrna-Wban_08838,mrna-Wban_08838,Glutamate-gated chloride channel subunit beta  [Source:UniProtKB/TrEMBL;Acc:J9EZP1],,,,WBGene00001592,glc-2,F25F8.2.1
wuchereria_bancrofti_prjna275548,Wban_08844,mrna-Wban_08844,mrna-Wban_08844,,,,,WBGene00012478,mxt-1,Y18D10A.8.1
wuchereria_bancrofti_prjna275548,Wban_08862,mrna-Wban_08862,mrna-Wban_08862,,,,,WBGene00000232,avr-14,B0207.12b.1
wuchereria_bancrofti_prjna275548,Wban_08875,mrna-Wban_08875,mrna-Wban_08875,,,,,WBGene00022635,ZC581.9,ZC581.9c.1
wuchereria_bancrofti_prjna275548,Wban_08877,mrna-Wban_08877,mrna-Wban_08877,Nematode cuticle collagen N-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9E762],,,,WBGene00001065,dpy-3,EGAP7.1.1
wuchereria_bancrofti_prjna275548,Wban_08884,mrna-Wban_08884,mrna-Wban_08884,,,,,WBGene00009961,cutl-7,F53B6.6.1
wuchereria_bancrofti_prjna275548,Wban_08899,mrna-Wban_08899,mrna-Wban_08899,,,,,WBGene00045483,oxy-5,F56H1.7.1
wuchereria_bancrofti_prjna275548,Wban_08901,mrna-Wban_08901,mrna-Wban_08901,,,,,WBGene00018995,ccpp-1,F56H1.5.1
wuchereria_bancrofti_prjna275548,Wban_08909,mrna-Wban_08909,mrna-Wban_08909,Major facilitator superfamily (MFS) profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EV26],,,,WBGene00010931,M162.5,M162.5.1
wuchereria_bancrofti_prjna275548,Wban_08909,mrna-Wban_08909,mrna-Wban_08909,Major facilitator superfamily (MFS) profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EV26],,,,WBGene00011185,R10D12.1,R10D12.1.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,,WBGene00015724,C13A2.7,C13A2.7b.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,,WBGene00015720,C13A2.3,C13A2.3.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,,WBGene00012346,W08G11.1,W08G11.1.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,,WBGene00017977,F32B5.3,F32B5.3.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,,WBGene00010163,F56H6.2,F56H6.2.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,,WBGene00019373,K04A8.1,K04A8.1.2
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,,WBGene00019449,K06H6.1,K06H6.1.1
wuchereria_bancrofti_prjna275548,Wban_08936,mrna-Wban_08936,mrna-Wban_08936,,,,,WBGene00009332,F32D8.8,F32D8.8.1
wuchereria_bancrofti_prjna275548,Wban_08937,mrna-Wban_08937,mrna-Wban_08937,,,,,WBGene00302974,Y65B4BM.3,Y65B4BM.3.1
wuchereria_bancrofti_prjna275548,Wban_08945,mrna-Wban_08945,mrna-Wban_08945,,,,,WBGene00044437,Y47G6A.32,Y47G6A.32.1
wuchereria_bancrofti_prjna275548,Wban_08956,mrna-Wban_08956,mrna-Wban_08956,Carn_acyltransf domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ET37],,,,WBGene00011122,cpt-2,R07H5.2a.1
wuchereria_bancrofti_prjna275548,Wban_08971,mrna-Wban_08971,mrna-Wban_08971,,,,,WBGene00044438,Y51F10.11,Y51F10.11.1
wuchereria_bancrofti_prjna275548,Wban_08980,mrna-Wban_08980,mrna-Wban_08980,Biogenesis of lysosome-related organelles complex 1 subunit 5  [Source:UniProtKB/TrEMBL;Acc:J9EXB6],,,,WBGene00016404,mutd-1,C34D4.13.1
wuchereria_bancrofti_prjna275548,Wban_08992,mrna-Wban_08992,mrna-Wban_08992,,,,,WBGene00017893,F28B4.4,F28B4.4.1
wuchereria_bancrofti_prjna275548,Wban_08992,mrna-Wban_08992,mrna-Wban_08992,,,,,WBGene00010870,let-522,M05B5.2.1
wuchereria_bancrofti_prjna275548,Wban_09001,mrna-Wban_09001,mrna-Wban_09001,LysM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XKK0],,,,WBGene00015008,lmd-2,B0041.3.1
wuchereria_bancrofti_prjna275548,Wban_09007,mrna-Wban_09007,mrna-Wban_09007,PWWP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9BG21],,,,WBGene00015501,C06A5.3,C06A5.3b.1
wuchereria_bancrofti_prjna275548,Wban_09010,mrna-Wban_09010,mrna-Wban_09010,,,,,WBGene00009559,mtx-1,F39B2.11.1
wuchereria_bancrofti_prjna275548,Wban_09011,mrna-Wban_09011,mrna-Wban_09011,SSD domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EYZ4],,,,WBGene00000493,che-14,F56H1.1.1
wuchereria_bancrofti_prjna275548,Wban_09012,mrna-Wban_09012,mrna-Wban_09012,,,,,WBGene00009158,F26E4.3,F26E4.3.2
wuchereria_bancrofti_prjna275548,Wban_09025,mrna-Wban_09025,mrna-Wban_09025,,,,,WBGene00007214,C01A2.2,C01A2.2a.1
wuchereria_bancrofti_prjna275548,Wban_09027,mrna-Wban_09027,mrna-Wban_09027,,,,,WBGene00010998,R03G8.3,R03G8.3.1
wuchereria_bancrofti_prjna275548,Wban_09027,mrna-Wban_09027,mrna-Wban_09027,,,,,WBGene00013539,Y73F8A.35,Y73F8A.35a.1
wuchereria_bancrofti_prjna275548,Wban_09027,mrna-Wban_09027,mrna-Wban_09027,,,,,WBGene00010996,R03G8.1,R03G8.1.1
wuchereria_bancrofti_prjna275548,Wban_09032,mrna-Wban_09032,mrna-Wban_09032,,,,,WBGene00013711,Y106G6G.2,Y106G6G.2.1
wuchereria_bancrofti_prjna275548,Wban_09045,mrna-Wban_09045,mrna-Wban_09045,Ribosomal protein S27  [Source:UniProtKB/TrEMBL;Acc:J9EDJ6],,,,WBGene00004496,rps-27,F56E10.4.2
wuchereria_bancrofti_prjna275548,Wban_09047,mrna-Wban_09047,mrna-Wban_09047,Col_cuticle_N domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EVR2],,,,WBGene00000625,col-48,Y54E10BL.2.1
wuchereria_bancrofti_prjna275548,Wban_09057,mrna-Wban_09057,mrna-Wban_09057,,,,,WBGene00008141,C47E8.1,C47E8.1.1
wuchereria_bancrofti_prjna275548,Wban_09061,mrna-Wban_09061,mrna-Wban_09061,Phosphotransferase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EN56],,,,WBGene00010416,hxk-2,H25P06.1.1
wuchereria_bancrofti_prjna275548,Wban_09062,mrna-Wban_09062,mrna-Wban_09062,,,,,WBGene00006797,unc-63,Y110A7A.3.1
wuchereria_bancrofti_prjna275548,Wban_09068,mrna-Wban_09068,mrna-Wban_09068,,,,,WBGene00006616,trp-4,Y71A12B.4.1
wuchereria_bancrofti_prjna275548,Wban_09077,mrna-Wban_09077,mrna-Wban_09077,,,,,WBGene00009915,F52A8.1,F52A8.1.1
wuchereria_bancrofti_prjna275548,Wban_09078,mrna-Wban_09078,mrna-Wban_09078,,,,,WBGene00004976,spe-41,K01A11.4a.1
wuchereria_bancrofti_prjna275548,Wban_09080,mrna-Wban_09080,mrna-Wban_09080,Protein-tyrosine phosphatase containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FKA2],,,,WBGene00004214,ptp-2,F59G1.5.1
wuchereria_bancrofti_prjna275548,Wban_09084,mrna-Wban_09084,mrna-Wban_09084,,,,,WBGene00009562,flp-22,F39H2.1.1
wuchereria_bancrofti_prjna275548,Wban_09093,mrna-Wban_09093,mrna-Wban_09093,,,,,WBGene00012241,W04A8.6,W04A8.6a.1
wuchereria_bancrofti_prjna275548,Wban_09094,mrna-Wban_09094,mrna-Wban_09094,ERCC4 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EP53],,,,WBGene00018923,eme-1,F56A6.4a.1
wuchereria_bancrofti_prjna275548,Wban_09101,mrna-Wban_09101,mrna-Wban_09101,ABC transporter  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DE61],,,,WBGene00001812,haf-2,F43E2.4.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,,WBGene00000267,bre-2,Y39E4B.9c.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,,WBGene00011780,T15D6.5,T15D6.5.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,,WBGene00008787,F14B6.6,F14B6.6a.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,,WBGene00011659,T09E11.10,T09E11.10.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,,WBGene00011665,T09F5.1,T09F5.1.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,,WBGene00008291,C54C8.3,C54C8.3.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,,WBGene00008785,F14B6.4,F14B6.4.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,,WBGene00008162,C47F8.6,C47F8.6.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,,WBGene00008161,C47F8.5,C47F8.5.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,,WBGene00008478,E03H4.11,E03H4.11.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,,WBGene00007104,B0024.15,B0024.15.1
wuchereria_bancrofti_prjna275548,Wban_09120,mrna-Wban_09120,mrna-Wban_09120,,,,,WBGene00008159,C47F8.3,C47F8.3.1
wuchereria_bancrofti_prjna275548,Wban_09124,mrna-Wban_09124,mrna-Wban_09124,,,,,WBGene00019012,F57C9.6,F57C9.6.1
wuchereria_bancrofti_prjna275548,Wban_09133,mrna-Wban_09133,mrna-Wban_09133,,,,,WBGene00013859,ZC247.1,ZC247.1.1
wuchereria_bancrofti_prjna275548,Wban_09139,mrna-Wban_09139,mrna-Wban_09139,Nuclear receptor domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7F0C2],,,,WBGene00004786,sex-1,F44A6.2.1
wuchereria_bancrofti_prjna275548,Wban_09160,mrna-Wban_09160,mrna-Wban_09160,Cytochrome c oxidase polypeptide Vb  [Source:UniProtKB/TrEMBL;Acc:J9FM14],,,,WBGene00000371,cox-5B,F26E4.9.2
wuchereria_bancrofti_prjna275548,Wban_09170,mrna-Wban_09170,mrna-Wban_09170,,,,,WBGene00011948,rocf-1,T23F1.5.1
wuchereria_bancrofti_prjna275548,Wban_09175,mrna-Wban_09175,mrna-Wban_09175,Protein-tyrosine phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FQH8],,,,WBGene00018526,F47B3.2,F47B3.2.1
wuchereria_bancrofti_prjna275548,Wban_09175,mrna-Wban_09175,mrna-Wban_09175,Protein-tyrosine phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FQH8],,,,WBGene00018531,F47B3.7,F47B3.7.1
wuchereria_bancrofti_prjna275548,Wban_09175,mrna-Wban_09175,mrna-Wban_09175,Protein-tyrosine phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FQH8],,,,WBGene00015929,C17H12.3,C17H12.3.1
wuchereria_bancrofti_prjna275548,Wban_09178,mrna-Wban_09178,mrna-Wban_09178,,,,,WBGene00020045,glb-23,R13A1.8.1
wuchereria_bancrofti_prjna275548,Wban_09183,mrna-Wban_09183,mrna-Wban_09183,,,,,WBGene00007536,daf-36,C12D8.5.1
wuchereria_bancrofti_prjna275548,Wban_09184,mrna-Wban_09184,mrna-Wban_09184,Major facilitator superfamily (MFS) profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DKV6],,,,WBGene00010299,F59A1.13,F59A1.13.1
wuchereria_bancrofti_prjna275548,Wban_09194,mrna-Wban_09194,mrna-Wban_09194,,,,,WBGene00010998,R03G8.3,R03G8.3.1
wuchereria_bancrofti_prjna275548,Wban_09194,mrna-Wban_09194,mrna-Wban_09194,,,,,WBGene00013539,Y73F8A.35,Y73F8A.35a.1
wuchereria_bancrofti_prjna275548,Wban_09194,mrna-Wban_09194,mrna-Wban_09194,,,,,WBGene00010996,R03G8.1,R03G8.1.1
wuchereria_bancrofti_prjna275548,Wban_09195,mrna-Wban_09195,mrna-Wban_09195,Transthyretin-like family protein  [Source:UniProtKB/TrEMBL;Acc:J9EJX7],,,,WBGene00007304,ttr-39,C04G2.1a.1
wuchereria_bancrofti_prjna275548,Wban_09205,mrna-Wban_09205,mrna-Wban_09205,,,,,WBGene00006404,tag-10,C31C9.1a.1
wuchereria_bancrofti_prjna275548,Wban_09211,mrna-Wban_09211,mrna-Wban_09211,3'-5' exonuclease domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DUS6],,,,WBGene00013256,Y57A10A.13,Y57A10A.13.1
wuchereria_bancrofti_prjna275548,Wban_09212,mrna-Wban_09212,mrna-Wban_09212,,,,,WBGene00007555,dohh-1,C14A4.1.1
wuchereria_bancrofti_prjna275548,Wban_09214,mrna-Wban_09214,mrna-Wban_09214,50S ribosomal protein L10  [Source:UniProtKB/TrEMBL;Acc:J9ERI2],,,,WBGene00010458,mrpl-10,K01C8.6.1
wuchereria_bancrofti_prjna275548,Wban_09222,mrna-Wban_09222,mrna-Wban_09222,,,,,WBGene00009504,F37B12.1,F37B12.1.1
wuchereria_bancrofti_prjna275548,Wban_09225,mrna-Wban_09225,mrna-Wban_09225,Cwf21 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XKG7],,,,WBGene00013260,rsr-2,Y57A10A.19.1
wuchereria_bancrofti_prjna275548,Wban_09230,mrna-Wban_09230,mrna-Wban_09230,Cytochrome b-c1 complex subunit 6  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EYQ0],,,,WBGene00012094,T27E9.2,T27E9.2.1
wuchereria_bancrofti_prjna275548,Wban_09234,mrna-Wban_09234,mrna-Wban_09234,,,,,WBGene00008222,C50B6.9,C50B6.9.1
wuchereria_bancrofti_prjna275548,Wban_09235,mrna-Wban_09235,mrna-Wban_09235,,,,,WBGene00008222,C50B6.9,C50B6.9.1
wuchereria_bancrofti_prjna275548,Wban_09242,mrna-Wban_09242,mrna-Wban_09242,protein-tyrosine-phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EIF9],,,,WBGene00000383,cdc-14,C17G10.4h.1
wuchereria_bancrofti_prjna275548,Wban_09256,mrna-Wban_09256,mrna-Wban_09256,UMP-CMP kinase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DUY6],,,,WBGene00007812,C29F7.3,C29F7.3.1
wuchereria_bancrofti_prjna275548,Wban_09256,mrna-Wban_09256,mrna-Wban_09256,UMP-CMP kinase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DUY6],,,,WBGene00009575,F40F8.1,F40F8.1b.1
wuchereria_bancrofti_prjna275548,Wban_09258,mrna-Wban_09258,mrna-Wban_09258,,,,,WBGene00019496,frpr-14,K07E8.5.1
wuchereria_bancrofti_prjna275548,Wban_09268,mrna-Wban_09268,mrna-Wban_09268,,,,,WBGene00001072,dpy-10,T14B4.7.1
wuchereria_bancrofti_prjna275548,Wban_09269,mrna-Wban_09269,mrna-Wban_09269,,,,,WBGene00020501,T14B4.5,T14B4.5.1
wuchereria_bancrofti_prjna275548,Wban_09281,mrna-Wban_09281,mrna-Wban_09281,Post-GPI attachment to proteins factor 2  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E2C8],,,,WBGene00012610,Y38F1A.8,Y38F1A.8.1
wuchereria_bancrofti_prjna275548,Wban_09283,mrna-Wban_09283,mrna-Wban_09283,,,,,WBGene00003860,oig-2,Y38F1A.9.1
wuchereria_bancrofti_prjna275548,Wban_09284,mrna-Wban_09284,mrna-Wban_09284,Acetyl-CoA hydrolase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EXA1],,,,WBGene00016630,acer-1,C44B7.10.1
wuchereria_bancrofti_prjna275548,Wban_09297,mrna-Wban_09297,mrna-Wban_09297,Col_cuticle_N domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EK51],,,,WBGene00004398,rol-8,ZK1290.3.1
wuchereria_bancrofti_prjna275548,Wban_09300,mrna-Wban_09300,mrna-Wban_09300,,,,,WBGene00011508,T05H10.3,T05H10.3.1
wuchereria_bancrofti_prjna275548,Wban_09301,mrna-Wban_09301,mrna-Wban_09301,CX domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EC03],,,,WBGene00007474,C08H9.15,C08H9.15.1
wuchereria_bancrofti_prjna275548,Wban_09309,mrna-Wban_09309,mrna-Wban_09309,Pepsin inhibitor-3-like repeated domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XDF1],,,,WBGene00017970,F32A5.4,F32A5.4a.1
