Gene stable ID,is_enzyme_evidence,is_enzyme
Wban_08586,Does not have InterPro domains related to GO:0003824,False
Wban_08587,Does not have InterPro domains related to GO:0003824,False
Wban_08588,Does not have InterPro domains related to GO:0003824,False
Wban_08589,Does not have InterPro domains related to GO:0003824,False
Wban_08590,Does not have InterPro domains related to GO:0003824,False
Wban_08591,Does not have InterPro domains related to GO:0003824,False
Wban_08592,Does not have InterPro domains related to GO:0003824,False
Wban_08593,Does not have InterPro domains related to GO:0003824,False
Wban_08594,Does not have InterPro domains related to GO:0003824,False
Wban_08595,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000720 - Peptidylglycine alpha-hydroxylating monooxygenase/peptidyl-hydroxyglycine alpha-amidating lyase,True
Wban_08596,Does not have InterPro domains related to GO:0003824,False
Wban_08597,Does not have InterPro domains related to GO:0003824,False
Wban_08598,Does not have InterPro domains related to GO:0003824,False
Wban_08599,Does not have InterPro domains related to GO:0003824,False
Wban_08600,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR034998 - Ankyrin repeat and LEM domain-containing protein 1,True
Wban_08601,Does not have InterPro domains related to GO:0003824,False
Wban_08602,Does not have InterPro domains related to GO:0003824,False
Wban_08603,Does not have InterPro domains related to GO:0003824,False
Wban_08604,Does not have InterPro domains related to GO:0003824,False
Wban_08605,Does not have InterPro domains related to GO:0003824,False
Wban_08606,Does not have InterPro domains related to GO:0003824,False
Wban_08607,Does not have InterPro domains related to GO:0003824,False
Wban_08608,Does not have InterPro domains related to GO:0003824,False
Wban_08609,Does not have InterPro domains related to GO:0003824,False
Wban_08610,Does not have InterPro domains related to GO:0003824,False
Wban_08611,Does not have InterPro domains related to GO:0003824,False
Wban_08612,Does not have InterPro domains related to GO:0003824,False
Wban_08613,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR036444 - Phospholipase A2 domain superfamily,True
Wban_08614,Does not have InterPro domains related to GO:0003824,False
Wban_08615,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR044574 - ATPase ARIP4-like,True
Wban_08616,Does not have InterPro domains related to GO:0003824,False
Wban_08617,Does not have InterPro domains related to GO:0003824,False
Wban_08618,Does not have InterPro domains related to GO:0003824,False
Wban_08619,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001300 - Peptidase C2, calpain, catalytic domain, IPR022684 - Peptidase C2, calpain family",True
Wban_08620,Does not have InterPro domains related to GO:0003824,False
Wban_08621,Does not have InterPro domains related to GO:0003824,False
Wban_08622,Does not have InterPro domains related to GO:0003824,False
Wban_08623,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001394 - Peptidase C19, ubiquitin carboxyl-terminal hydrolase, IPR016652 - Ubiquitinyl hydrolase, IPR018200 - Ubiquitin specific protease, conserved site",True
Wban_08624,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR011146 - HIT-like domain,True
Wban_08625,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000668 - Peptidase C1A, papain C-terminal, IPR013128 - Peptidase C1A, IPR033157 - Cathepsin Z",True
Wban_08626,Does not have InterPro domains related to GO:0003824,False
Wban_08627,Does not have InterPro domains related to GO:0003824,False
Wban_08628,Does not have InterPro domains related to GO:0003824,False
Wban_08629,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR046987 - Unconventional class IX myosin,True
Wban_08630,Does not have InterPro domains related to GO:0003824,False
Wban_08631,Does not have InterPro domains related to GO:0003824,False
Wban_08632,Does not have InterPro domains related to GO:0003824,False
Wban_08633,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000889 - Glutathione peroxidase,True
Wban_08634,Does not have InterPro domains related to GO:0003824,False
Wban_08635,Does not have InterPro domains related to GO:0003824,False
Wban_08636,Does not have InterPro domains related to GO:0003824,False
Wban_08637,Does not have InterPro domains related to GO:0003824,False
Wban_08638,Does not have InterPro domains related to GO:0003824,False
Wban_08639,Does not have InterPro domains related to GO:0003824,False
Wban_08640,Does not have InterPro domains related to GO:0003824,False
Wban_08641,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR003439 - ABC transporter-like, ATP-binding domain, IPR017871 - ABC transporter-like, conserved site",True
Wban_08642,Does not have InterPro domains related to GO:0003824,False
Wban_08643,Does not have InterPro domains related to GO:0003824,False
Wban_08644,Does not have InterPro domains related to GO:0003824,False
Wban_08645,Does not have InterPro domains related to GO:0003824,False
Wban_08646,Does not have InterPro domains related to GO:0003824,False
Wban_08647,Does not have InterPro domains related to GO:0003824,False
Wban_08648,Does not have InterPro domains related to GO:0003824,False
Wban_08649,Does not have InterPro domains related to GO:0003824,False
Wban_08650,Does not have InterPro domains related to GO:0003824,False
Wban_08651,Does not have InterPro domains related to GO:0003824,False
Wban_08652,Does not have InterPro domains related to GO:0003824,False
Wban_08653,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006186 - Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase, IPR004843 - Calcineurin-like phosphoesterase domain, ApaH type",True
Wban_08654,Does not have InterPro domains related to GO:0003824,False
Wban_08655,Does not have InterPro domains related to GO:0003824,False
Wban_08656,Does not have InterPro domains related to GO:0003824,False
Wban_08657,Does not have InterPro domains related to GO:0003824,False
Wban_08658,Does not have InterPro domains related to GO:0003824,False
Wban_08659,Does not have InterPro domains related to GO:0003824,False
Wban_08660,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008271 - Serine/threonine-protein kinase, active site, IPR030616 - Aurora kinase-like, IPR000719 - Protein kinase domain",True
Wban_08661,Does not have InterPro domains related to GO:0003824,False
Wban_08662,Does not have InterPro domains related to GO:0003824,False
Wban_08663,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004730 - Transaldolase type 1,True
Wban_08664,Does not have InterPro domains related to GO:0003824,False
Wban_08665,Does not have InterPro domains related to GO:0003824,False
Wban_08666,Does not have InterPro domains related to GO:0003824,False
Wban_08667,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR043358 - Ras GTPase GNL1-like,True
Wban_08668,Does not have InterPro domains related to GO:0003824,False
Wban_08669,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000654 - G-protein alpha subunit, group Q, IPR001019 - Guanine nucleotide binding protein (G-protein), alpha subunit",True
Wban_08670,Does not have InterPro domains related to GO:0003824,False
Wban_08671,Does not have InterPro domains related to GO:0003824,False
Wban_08672,Does not have InterPro domains related to GO:0003824,False
Wban_08673,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR005788 - Protein disulfide-isomerase, thioredoxin-like domain, IPR005792 - Protein disulphide isomerase",True
Wban_08674,Does not have InterPro domains related to GO:0003824,False
Wban_08675,Does not have InterPro domains related to GO:0003824,False
Wban_08676,Does not have InterPro domains related to GO:0003824,False
Wban_08677,Does not have InterPro domains related to GO:0003824,False
Wban_08678,Does not have InterPro domains related to GO:0003824,False
Wban_08679,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006102 - Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich, IPR006101 - Glycoside hydrolase, family 2, IPR006103 - Glycoside hydrolase family 2, catalytic domain, IPR006104 - Glycosyl hydrolases family 2, sugar binding domain",True
Wban_08680,Does not have InterPro domains related to GO:0003824,False
Wban_08681,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000242 - Tyrosine-specific protein phosphatase, PTPase domain",True
Wban_08682,Does not have InterPro domains related to GO:0003824,False
Wban_08683,Does not have InterPro domains related to GO:0003824,False
Wban_08684,Does not have InterPro domains related to GO:0003824,False
Wban_08685,Does not have InterPro domains related to GO:0003824,False
Wban_08686,Does not have InterPro domains related to GO:0003824,False
Wban_08687,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain,True
Wban_08688,Does not have InterPro domains related to GO:0003824,False
Wban_08689,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000682 - Protein-L-isoaspartate(D-aspartate) O-methyltransferase,True
Wban_08690,Does not have InterPro domains related to GO:0003824,False
Wban_08691,Does not have InterPro domains related to GO:0003824,False
Wban_08692,Does not have InterPro domains related to GO:0003824,False
Wban_08693,Does not have InterPro domains related to GO:0003824,False
Wban_08694,Does not have InterPro domains related to GO:0003824,False
Wban_08695,Does not have InterPro domains related to GO:0003824,False
Wban_08696,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR028472 - Eyes absent family,True
Wban_08697,Does not have InterPro domains related to GO:0003824,False
Wban_08698,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000246 - Peptidase T2, asparaginase 2",True
Wban_08699,Does not have InterPro domains related to GO:0003824,False
Wban_08700,Does not have InterPro domains related to GO:0003824,False
Wban_08701,Does not have InterPro domains related to GO:0003824,False
Wban_08702,Does not have InterPro domains related to GO:0003824,False
Wban_08703,Does not have InterPro domains related to GO:0003824,False
Wban_08704,Does not have InterPro domains related to GO:0003824,False
Wban_08705,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR044092 - Serine/threonine-protein PRP4, catalytic domain, IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True
Wban_08706,Does not have InterPro domains related to GO:0003824,False
Wban_08707,Does not have InterPro domains related to GO:0003824,False
Wban_08708,Does not have InterPro domains related to GO:0003824,False
Wban_08709,Does not have InterPro domains related to GO:0003824,False
Wban_08710,Does not have InterPro domains related to GO:0003824,False
Wban_08711,Does not have InterPro domains related to GO:0003824,False
Wban_08712,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002717 - Histone acetyltransferase domain, MYST-type",True
Wban_08713,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR000719 - Protein kinase domain, IPR008266 - Tyrosine-protein kinase, active site, IPR020635 - Tyrosine-protein kinase, catalytic domain",True
Wban_08714,Does not have InterPro domains related to GO:0003824,False
Wban_08715,Does not have InterPro domains related to GO:0003824,False
Wban_08716,Does not have InterPro domains related to GO:0003824,False
Wban_08717,Does not have InterPro domains related to GO:0003824,False
Wban_08718,Does not have InterPro domains related to GO:0003824,False
Wban_08719,Does not have InterPro domains related to GO:0003824,False
Wban_08720,Does not have InterPro domains related to GO:0003824,False
Wban_08721,Does not have InterPro domains related to GO:0003824,False
Wban_08722,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001594 - Palmitoyltransferase, DHHC domain",True
Wban_08723,Does not have InterPro domains related to GO:0003824,False
Wban_08724,Does not have InterPro domains related to GO:0003824,False
Wban_08725,Does not have InterPro domains related to GO:0003824,False
Wban_08726,Does not have InterPro domains related to GO:0003824,False
Wban_08727,Does not have InterPro domains related to GO:0003824,False
Wban_08728,Does not have InterPro domains related to GO:0003824,False
Wban_08729,Does not have InterPro domains related to GO:0003824,False
Wban_08730,Does not have InterPro domains related to GO:0003824,False
Wban_08731,Does not have InterPro domains related to GO:0003824,False
Wban_08732,Does not have InterPro domains related to GO:0003824,False
Wban_08733,Does not have InterPro domains related to GO:0003824,False
Wban_08734,Does not have InterPro domains related to GO:0003824,False
Wban_08735,Does not have InterPro domains related to GO:0003824,False
Wban_08736,Does not have InterPro domains related to GO:0003824,False
Wban_08737,Does not have InterPro domains related to GO:0003824,False
Wban_08738,Does not have InterPro domains related to GO:0003824,False
Wban_08739,Does not have InterPro domains related to GO:0003824,False
Wban_08740,Does not have InterPro domains related to GO:0003824,False
Wban_08741,Does not have InterPro domains related to GO:0003824,False
Wban_08742,Does not have InterPro domains related to GO:0003824,False
Wban_08743,Does not have InterPro domains related to GO:0003824,False
Wban_08744,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001806 - Small GTPase,True
Wban_08745,Does not have InterPro domains related to GO:0003824,False
Wban_08746,Does not have InterPro domains related to GO:0003824,False
Wban_08747,Does not have InterPro domains related to GO:0003824,False
Wban_08748,Does not have InterPro domains related to GO:0003824,False
Wban_08749,Does not have InterPro domains related to GO:0003824,False
Wban_08750,Does not have InterPro domains related to GO:0003824,False
Wban_08751,Does not have InterPro domains related to GO:0003824,False
Wban_08752,Does not have InterPro domains related to GO:0003824,False
Wban_08753,Does not have InterPro domains related to GO:0003824,False
Wban_08754,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001915 - Peptidase M48, IPR027057 - CAAX prenyl protease 1",True
Wban_08755,Does not have InterPro domains related to GO:0003824,False
Wban_08756,Does not have InterPro domains related to GO:0003824,False
Wban_08757,Does not have InterPro domains related to GO:0003824,False
Wban_08758,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001806 - Small GTPase,True
Wban_08759,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008758 - Peptidase S28,True
Wban_08760,Does not have InterPro domains related to GO:0003824,False
Wban_08761,Does not have InterPro domains related to GO:0003824,False
Wban_08762,Does not have InterPro domains related to GO:0003824,False
Wban_08763,Does not have InterPro domains related to GO:0003824,False
Wban_08764,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR003959 - ATPase, AAA-type, core",True
Wban_08765,Does not have InterPro domains related to GO:0003824,False
Wban_08766,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR020672 - Ribose-5-phosphate isomerase, type A, subgroup, IPR004788 - Ribose 5-phosphate isomerase, type A",True
Wban_08767,Does not have InterPro domains related to GO:0003824,False
Wban_08768,Does not have InterPro domains related to GO:0003824,False
Wban_08769,Does not have InterPro domains related to GO:0003824,False
Wban_08770,Does not have InterPro domains related to GO:0003824,False
Wban_08771,Does not have InterPro domains related to GO:0003824,False
Wban_08772,Does not have InterPro domains related to GO:0003824,False
Wban_08773,Does not have InterPro domains related to GO:0003824,False
Wban_08774,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_08775,Does not have InterPro domains related to GO:0003824,False
Wban_08776,Does not have InterPro domains related to GO:0003824,False
Wban_08777,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001757 - P-type ATPase,True
Wban_08778,Does not have InterPro domains related to GO:0003824,False
Wban_08779,Does not have InterPro domains related to GO:0003824,False
Wban_08780,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR033509 - E3 ubiquitin-protein ligase RNF146,True
Wban_08781,Does not have InterPro domains related to GO:0003824,False
Wban_08782,Does not have InterPro domains related to GO:0003824,False
Wban_08783,Does not have InterPro domains related to GO:0003824,False
Wban_08784,Does not have InterPro domains related to GO:0003824,False
Wban_08785,Does not have InterPro domains related to GO:0003824,False
Wban_08786,Does not have InterPro domains related to GO:0003824,False
Wban_08787,Does not have InterPro domains related to GO:0003824,False
Wban_08788,Does not have InterPro domains related to GO:0003824,False
Wban_08789,Does not have InterPro domains related to GO:0003824,False
Wban_08790,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002659 - Glycosyl transferase, family 31",True
Wban_08791,Does not have InterPro domains related to GO:0003824,False
Wban_08792,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002129 - Pyridoxal phosphate-dependent decarboxylase, IPR010977 - Aromatic-L-amino-acid decarboxylase",True
Wban_08793,Does not have InterPro domains related to GO:0003824,False
Wban_08794,Does not have InterPro domains related to GO:0003824,False
Wban_08795,Does not have InterPro domains related to GO:0003824,False
Wban_08796,Does not have InterPro domains related to GO:0003824,False
Wban_08797,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR017137 - Arginine-tRNA-protein transferase 1, eukaryotic, IPR007472 - N-end rule aminoacyl transferase, C-terminal, IPR007471 - N-end aminoacyl transferase, N-terminal",True
Wban_08798,Does not have InterPro domains related to GO:0003824,False
Wban_08799,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000092 - Polyprenyl synthetase, IPR039702 - Farnesyl pyrophosphate synthase-like",True
Wban_08800,Does not have InterPro domains related to GO:0003824,False
Wban_08801,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR020848 - AP endonuclease 1, conserved site, IPR004808 - AP endonuclease 1, IPR005135 - Endonuclease/exonuclease/phosphatase, IPR020847 - AP endonuclease 1, binding site",True
Wban_08802,Does not have InterPro domains related to GO:0003824,False
Wban_08803,Does not have InterPro domains related to GO:0003824,False
Wban_08804,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR016239 - Ribosomal protein S6 kinase II, IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site, IPR000961 - AGC-kinase, C-terminal, IPR017892 - Protein kinase, C-terminal",True
Wban_08805,Does not have InterPro domains related to GO:0003824,False
Wban_08806,Does not have InterPro domains related to GO:0003824,False
Wban_08807,Does not have InterPro domains related to GO:0003824,False
Wban_08808,Does not have InterPro domains related to GO:0003824,False
Wban_08809,Does not have InterPro domains related to GO:0003824,False
Wban_08810,Does not have InterPro domains related to GO:0003824,False
Wban_08811,Does not have InterPro domains related to GO:0003824,False
Wban_08812,Does not have InterPro domains related to GO:0003824,False
Wban_08813,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004843 - Calcineurin-like phosphoesterase domain, ApaH type, IPR007708 - Lariat debranching enzyme, C-terminal",True
Wban_08814,Does not have InterPro domains related to GO:0003824,False
Wban_08815,Does not have InterPro domains related to GO:0003824,False
Wban_08816,Does not have InterPro domains related to GO:0003824,False
Wban_08817,Does not have InterPro domains related to GO:0003824,False
Wban_08818,Does not have InterPro domains related to GO:0003824,False
Wban_08819,Does not have InterPro domains related to GO:0003824,False
Wban_08820,Does not have InterPro domains related to GO:0003824,False
Wban_08821,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000462 - CDP-alcohol phosphatidyltransferase,True
Wban_08822,Does not have InterPro domains related to GO:0003824,False
Wban_08823,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006248 - Aconitase, mitochondrial-like",True
Wban_08824,Does not have InterPro domains related to GO:0003824,False
Wban_08825,Does not have InterPro domains related to GO:0003824,False
Wban_08826,Does not have InterPro domains related to GO:0003824,False
Wban_08827,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR034035 - Astacin-like metallopeptidase domain, IPR024079 - Metallopeptidase, catalytic domain superfamily, IPR001506 - Peptidase M12A, IPR006026 - Peptidase, metallopeptidase",True
Wban_08828,Does not have InterPro domains related to GO:0003824,False
Wban_08829,Does not have InterPro domains related to GO:0003824,False
Wban_08830,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004625 - Pyridoxine kinase,True
Wban_08831,Does not have InterPro domains related to GO:0003824,False
Wban_08832,Does not have InterPro domains related to GO:0003824,False
Wban_08833,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR031127 - E3 ubiquitin ligase RBR family,True
Wban_08834,Does not have InterPro domains related to GO:0003824,False
Wban_08835,Does not have InterPro domains related to GO:0003824,False
Wban_08836,Does not have InterPro domains related to GO:0003824,False
Wban_08837,Does not have InterPro domains related to GO:0003824,False
Wban_08838,Does not have InterPro domains related to GO:0003824,False
Wban_08839,Does not have InterPro domains related to GO:0003824,False
Wban_08840,Does not have InterPro domains related to GO:0003824,False
Wban_08841,Does not have InterPro domains related to GO:0003824,False
Wban_08842,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR018357 - Hexapeptide transferase, conserved site",True
Wban_08843,Does not have InterPro domains related to GO:0003824,False
Wban_08844,Does not have InterPro domains related to GO:0003824,False
Wban_08845,Does not have InterPro domains related to GO:0003824,False
Wban_08846,Does not have InterPro domains related to GO:0003824,False
Wban_08847,Does not have InterPro domains related to GO:0003824,False
Wban_08848,Does not have InterPro domains related to GO:0003824,False
Wban_08849,Does not have InterPro domains related to GO:0003824,False
Wban_08850,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR022673 - Hexokinase, C-terminal, IPR022672 - Hexokinase, N-terminal, IPR001312 - Hexokinase",True
Wban_08851,Does not have InterPro domains related to GO:0003824,False
Wban_08852,Does not have InterPro domains related to GO:0003824,False
Wban_08853,Does not have InterPro domains related to GO:0003824,False
Wban_08854,Does not have InterPro domains related to GO:0003824,False
Wban_08855,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000268 - DNA-directed RNA polymerase subunit RPABC5/Rpb10, IPR020789 - RNA polymerases, subunit N, zinc binding site",True
Wban_08856,Does not have InterPro domains related to GO:0003824,False
Wban_08857,Does not have InterPro domains related to GO:0003824,False
Wban_08858,Does not have InterPro domains related to GO:0003824,False
Wban_08859,Does not have InterPro domains related to GO:0003824,False
Wban_08860,Does not have InterPro domains related to GO:0003824,False
Wban_08861,Does not have InterPro domains related to GO:0003824,False
Wban_08862,Does not have InterPro domains related to GO:0003824,False
Wban_08863,Does not have InterPro domains related to GO:0003824,False
Wban_08864,Does not have InterPro domains related to GO:0003824,False
Wban_08865,Does not have InterPro domains related to GO:0003824,False
Wban_08866,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR000719 - Protein kinase domain, IPR018297 - Adenylyl cyclase class-4/guanylyl cyclase, conserved site",True
Wban_08867,Does not have InterPro domains related to GO:0003824,False
Wban_08868,Does not have InterPro domains related to GO:0003824,False
Wban_08869,Does not have InterPro domains related to GO:0003824,False
Wban_08870,Does not have InterPro domains related to GO:0003824,False
Wban_08871,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR003697 - Nucleoside triphosphate pyrophosphatase Maf-like protein,True
Wban_08872,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR016239 - Ribosomal protein S6 kinase II, IPR008271 - Serine/threonine-protein kinase, active site, IPR017892 - Protein kinase, C-terminal, IPR000961 - AGC-kinase, C-terminal, IPR000719 - Protein kinase domain",True
Wban_08873,Does not have InterPro domains related to GO:0003824,False
Wban_08874,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR016067 - S-adenosylmethionine decarboxylase, core, IPR018166 - S-adenosylmethionine decarboxylase, conserved site, IPR001985 - S-adenosylmethionine decarboxylase, eukaryotes",True
Wban_08875,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain,True
Wban_08876,Does not have InterPro domains related to GO:0003824,False
Wban_08877,Does not have InterPro domains related to GO:0003824,False
Wban_08878,Does not have InterPro domains related to GO:0003824,False
Wban_08879,Does not have InterPro domains related to GO:0003824,False
Wban_08880,Does not have InterPro domains related to GO:0003824,False
Wban_08881,Does not have InterPro domains related to GO:0003824,False
Wban_08882,Does not have InterPro domains related to GO:0003824,False
Wban_08883,Does not have InterPro domains related to GO:0003824,False
Wban_08884,Does not have InterPro domains related to GO:0003824,False
Wban_08885,Does not have InterPro domains related to GO:0003824,False
Wban_08886,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain,True
Wban_08887,Does not have InterPro domains related to GO:0003824,False
Wban_08888,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001661 - Glycoside hydrolase, family 37",True
Wban_08889,Does not have InterPro domains related to GO:0003824,False
Wban_08890,Does not have InterPro domains related to GO:0003824,False
Wban_08891,Does not have InterPro domains related to GO:0003824,False
Wban_08892,Does not have InterPro domains related to GO:0003824,False
Wban_08893,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True
Wban_08894,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001087 - GDSL lipase/esterase, IPR038885 - Phospholipase B1, membrane-associated",True
Wban_08895,Does not have InterPro domains related to GO:0003824,False
Wban_08896,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000816 - Peptidase C15, pyroglutamyl peptidase I",True
Wban_08897,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR019388 - Fat storage-inducing transmembrane protein,True
Wban_08898,Does not have InterPro domains related to GO:0003824,False
Wban_08899,Does not have InterPro domains related to GO:0003824,False
Wban_08900,Does not have InterPro domains related to GO:0003824,False
Wban_08901,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000834 - Peptidase M14, carboxypeptidase A",True
Wban_08902,Does not have InterPro domains related to GO:0003824,False
Wban_08903,Does not have InterPro domains related to GO:0003824,False
Wban_08904,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR016900 - Alpha-2-glucosyltransferase Alg10,True
Wban_08905,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008428 - Chondroitin N-acetylgalactosaminyltransferase,True
Wban_08906,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain,True
Wban_08907,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR014014 - RNA helicase, DEAD-box type, Q motif",True
Wban_08908,Does not have InterPro domains related to GO:0003824,False
Wban_08909,Does not have InterPro domains related to GO:0003824,False
Wban_08910,Does not have InterPro domains related to GO:0003824,False
Wban_08911,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR015883 - Glycoside hydrolase family 20, catalytic domain, IPR038901 - Hexosaminidase D-like",True
Wban_08912,Does not have InterPro domains related to GO:0003824,False
Wban_08913,Does not have InterPro domains related to GO:0003824,False
Wban_08914,Does not have InterPro domains related to GO:0003824,False
Wban_08915,Does not have InterPro domains related to GO:0003824,False
Wban_08916,Does not have InterPro domains related to GO:0003824,False
Wban_08917,Does not have InterPro domains related to GO:0003824,False
Wban_08918,Does not have InterPro domains related to GO:0003824,False
Wban_08919,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002884 - P domain, IPR000209 - Peptidase S8/S53 domain, IPR036852 - Peptidase S8/S53 domain superfamily",True
Wban_08920,Does not have InterPro domains related to GO:0003824,False
Wban_08921,Does not have InterPro domains related to GO:0003824,False
Wban_08922,Does not have InterPro domains related to GO:0003824,False
Wban_08923,Does not have InterPro domains related to GO:0003824,False
Wban_08924,Does not have InterPro domains related to GO:0003824,False
Wban_08925,Does not have InterPro domains related to GO:0003824,False
Wban_08926,Does not have InterPro domains related to GO:0003824,False
Wban_08927,Does not have InterPro domains related to GO:0003824,False
Wban_08928,Does not have InterPro domains related to GO:0003824,False
Wban_08929,Does not have InterPro domains related to GO:0003824,False
Wban_08930,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR012164 - DNA-directed RNA polymerase subunit/transcription factor S,True
Wban_08931,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004843 - Calcineurin-like phosphoesterase domain, ApaH type",True
Wban_08932,Does not have InterPro domains related to GO:0003824,False
Wban_08933,Does not have InterPro domains related to GO:0003824,False
Wban_08934,Does not have InterPro domains related to GO:0003824,False
Wban_08935,Does not have InterPro domains related to GO:0003824,False
Wban_08936,Does not have InterPro domains related to GO:0003824,False
Wban_08937,Does not have InterPro domains related to GO:0003824,False
Wban_08938,Does not have InterPro domains related to GO:0003824,False
Wban_08939,Does not have InterPro domains related to GO:0003824,False
Wban_08940,Does not have InterPro domains related to GO:0003824,False
Wban_08941,Does not have InterPro domains related to GO:0003824,False
Wban_08942,Does not have InterPro domains related to GO:0003824,False
Wban_08943,Does not have InterPro domains related to GO:0003824,False
Wban_08944,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000795 - Translational (tr)-type GTP-binding domain,True
Wban_08945,Does not have InterPro domains related to GO:0003824,False
Wban_08946,Does not have InterPro domains related to GO:0003824,False
Wban_08947,Does not have InterPro domains related to GO:0003824,False
Wban_08948,Does not have InterPro domains related to GO:0003824,False
Wban_08949,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR019810 - Citrate synthase active site, IPR036969 - Citrate synthase superfamily, IPR002020 - Citrate synthase",True
Wban_08950,Does not have InterPro domains related to GO:0003824,False
Wban_08951,Does not have InterPro domains related to GO:0003824,False
