Gene stable ID,Transcript biotype,Gene description,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,best_WBP_human_orthologue_lt_40pct_identity,is_enzyme,is_enzyme_ipID_desc
Wban_09068,protein_coding,,,,,0.0,,True,True,False,
Wban_09069,protein_coding,,,,,0.0,,True,True,False,
Wban_09070,protein_coding,,,,,0.0,,True,True,False,
Wban_09071,protein_coding,Elongation factor 1-alpha  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EE03],ENSG00000101210,EEF1A2,ortholog_one2many,84.1542,84.8812,False,False,True,IPR000795_Translational (tr)-type GTP-binding domain
Wban_09072,protein_coding,,,,,0.0,,True,True,False,
Wban_09073,protein_coding,,,,,0.0,,True,True,False,
Wban_09074,protein_coding,,ENSG00000141560,FN3KRP,ortholog_many2many,32.4675,48.5437,False,True,False,
Wban_09075,protein_coding,Vesicle-fusing ATPase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EE65],ENSG00000073969,NSF,ortholog_one2many,56.4,56.8548,False,False,True,"IPR003960_ATPase, AAA-type, conserved site, IPR003959_ATPase, AAA-type, core, IPR039812_Vesicle-fusing ATPase"
Wban_09076,protein_coding,Vesicle-fusing ATPase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EDV0],ENSG00000073969,NSF,ortholog_one2many,22.1505,13.8441,False,True,True,"IPR003959_ATPase, AAA-type, core, IPR039812_Vesicle-fusing ATPase"
Wban_09077,protein_coding,,,,,0.0,,True,True,False,
Wban_09078,protein_coding,,,,,0.0,,True,True,False,
Wban_09079,protein_coding,Metallophos domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EEV2],ENSG00000154889,MPPE1,ortholog_one2many,27.9255,26.5152,False,True,False,
Wban_09080,protein_coding,Protein-tyrosine phosphatase containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FKA2],,,,0.0,,True,True,True,"IPR000242_Tyrosine-specific protein phosphatase, PTPase domain"
Wban_09081,protein_coding,,,,,0.0,,True,True,False,
Wban_09082,protein_coding,,,,,0.0,,True,True,False,
Wban_09083,protein_coding,HTH OST-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ET00],,,,0.0,,True,True,False,
Wban_09084,protein_coding,,,,,0.0,,True,True,False,
Wban_09085,protein_coding,AB hydrolase-1 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EY46],ENSG00000100439,ABHD4,ortholog_one2many,39.1076,43.5673,False,True,False,
Wban_09086,protein_coding,Nuclear hormone receptor family member nhr-49  [Source:UniProtKB/TrEMBL;Acc:J9EQM2],ENSG00000164749,HNF4G,ortholog_many2many,22.9314,21.3187,False,True,False,
Wban_09087,protein_coding,,,,,0.0,,True,True,False,
Wban_09088,protein_coding,SWIRM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ESG4],ENSG00000004487,KDM1A,ortholog_one2many,29.3103,15.5251,False,True,True,IPR002937_Amine oxidase
Wban_09089,protein_coding,,ENSG00000101916,TLR8,ortholog_many2many,15.2419,18.1556,False,True,False,
Wban_09090,protein_coding,,,,,0.0,,True,True,False,
Wban_09091,protein_coding,,ENSG00000004487,KDM1A,ortholog_one2many,41.2791,8.10502,False,False,True,IPR002937_Amine oxidase
Wban_09092,protein_coding,GuKc domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ETD1],ENSG00000165995,CACNB2,ortholog_one2many,53.9773,43.1818,False,False,False,
Wban_09093,protein_coding,,,,,0.0,,True,True,False,
Wban_09094,protein_coding,ERCC4 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EP53],,,,0.0,,True,True,False,
Wban_09095,protein_coding,,ENSG00000143515,ATP8B2,ortholog_many2many,34.2105,27.3109,False,True,True,IPR001757_P-type ATPase
Wban_09096,protein_coding,Enhancer of mRNA-decapping protein 4 WD40 repeat region domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DF05],ENSG00000038358,EDC4,ortholog_one2one,19.5517,11.2063,False,True,False,
Wban_09097,protein_coding,,,,,0.0,,True,True,False,
Wban_09098,protein_coding,,,,,0.0,,True,True,False,
Wban_09099,protein_coding,,,,,0.0,,True,True,False,
Wban_09100,protein_coding,"Histone-lysine N-methyltransferase, H3 lysine-79 specific  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EP54]",ENSG00000104885,DOT1L,ortholog_one2one,19.659,12.7521,False,True,True,"IPR025789_Histone-lysine N-methyltransferase DOT1 domain, IPR030445_Histone H3-K79 methyltransferase"
Wban_09101,protein_coding,ABC transporter  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DE61],,,,0.0,,True,True,True,"IPR003439_ABC transporter-like, ATP-binding domain, IPR017871_ABC transporter-like, conserved site"
Wban_09102,protein_coding,Bromo domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9F7D4],ENSG00000166164,BRD7,ortholog_one2many,23.937,23.3487,False,True,False,
Wban_09103,protein_coding,,ENSG00000196998,WDR45,ortholog_one2one,34.6774,35.8333,False,True,False,
Wban_09104,protein_coding,,ENSG00000174695,TMEM167A,ortholog_one2one,55.1724,66.6667,False,False,False,
Wban_09105,protein_coding,Ribonuclease P protein subunit p20  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DLE0],ENSG00000172336,POP7,ortholog_one2one,41.8033,36.4286,False,False,False,
Wban_09106,protein_coding,"NADPH:adrenodoxin oxidoreductase, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DS79]",ENSG00000161513,FDXR,ortholog_one2one,35.914,34.0122,False,True,True,"IPR023753_FAD/NAD(P)-binding domain, IPR021163_Ferredoxin-NADP+ reductase, adrenodoxin-type"
Wban_09107,protein_coding,GATOR complex protein NPRL3  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EP42],ENSG00000103148,NPRL3,ortholog_one2one,29.0766,26.0105,False,True,False,
Wban_09108,protein_coding,Phosducin domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EP43],ENSG00000136940,PDCL,ortholog_many2many,29.572,25.2492,False,True,False,
Wban_09109,protein_coding,,,,,0.0,,True,True,False,
Wban_09110,protein_coding,Centromere protein X  [Source:UniProtKB/TrEMBL;Acc:J9FAV4],,,,0.0,,True,True,False,
Wban_09111,protein_coding,ER membrane protein complex subunit 3  [Source:UniProtKB/TrEMBL;Acc:J9EVT1],ENSG00000125037,EMC3,ortholog_one2one,66.383,59.7701,False,False,False,
Wban_09112,protein_coding,,,,,0.0,,True,True,False,
Wban_09113,protein_coding,High mobility group protein 1  [Source:UniProtKB/TrEMBL;Acc:A3RJI4],,,,0.0,,True,True,False,
Wban_09114,protein_coding,C-type lectin domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DD86],,,,0.0,,True,True,False,
Wban_09115,protein_coding,,,,,0.0,,True,True,False,
Wban_09116,protein_coding,Transporter  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E1A0],ENSG00000103546,SLC6A2,ortholog_many2many,35.9781,42.6256,False,True,False,
Wban_09117,protein_coding,,,,,0.0,,True,True,False,
Wban_09118,protein_coding,,ENSG00000160145,KALRN,ortholog_many2many,11.3265,3.71735,False,True,False,
Wban_09119,protein_coding,,,,,0.0,,True,True,False,
Wban_09120,protein_coding,,,,,0.0,,True,True,True,"IPR002659_Glycosyl transferase, family 31"
Wban_09121,protein_coding,Glycine N-acyltransferase-like protein  [Source:UniProtKB/TrEMBL;Acc:J9B1Y5],,,,0.0,,True,True,True,IPR010313_Glycine N-acyltransferase
Wban_09122,protein_coding,,,,,0.0,,True,True,False,
Wban_09123,protein_coding,RING-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EDW8],ENSG00000197530,MIB2,ortholog_one2one,19.4407,15.288,False,True,False,
Wban_09124,protein_coding,,,,,0.0,,True,True,False,
Wban_09125,protein_coding,,,,,0.0,,True,True,False,
Wban_09126,protein_coding,,,,,0.0,,True,True,False,
Wban_09127,protein_coding,,,,,0.0,,True,True,False,
Wban_09128,protein_coding,Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7GGH3],,,,0.0,,True,True,True,"IPR004843_Calcineurin-like phosphoesterase domain, ApaH type, IPR006186_Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase"
Wban_09129,protein_coding,,,,,0.0,,True,True,True,"IPR004843_Calcineurin-like phosphoesterase domain, ApaH type, IPR006186_Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase"
Wban_09130,protein_coding,Ras family protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DIZ5],ENSG00000139890,REM2,ortholog_many2many,12.334,19.1176,False,True,True,IPR001806_Small GTPase
Wban_09131,protein_coding,,,,,0.0,,True,True,False,
Wban_09132,protein_coding,Ribosomal protein L7Ae  [Source:UniProtKB/TrEMBL;Acc:J9EVG0],ENSG00000145912,NHP2,ortholog_one2one,30.1136,34.6405,False,True,False,
Wban_09133,protein_coding,,,,,0.0,,True,True,False,
Wban_09134,protein_coding,Letm1 RBD domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EHX6],,,,0.0,,True,True,False,
Wban_09135,protein_coding,Large ribosomal subunit protein eL14  [Source:UniProtKB/TrEMBL;Acc:J9FC44],ENSG00000188846,RPL14,ortholog_one2one,51.049,33.9535,False,False,False,
Wban_09136,protein_coding,,ENSG00000145087,STXBP5L,ortholog_one2many,30.6386,32.6162,False,True,False,
Wban_09137,protein_coding,Protein regulator of cytokinesis 1  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EHZ7],ENSG00000198901,PRC1,ortholog_one2one,16.381,13.871,False,True,False,
Wban_09138,protein_coding,,,,,0.0,,True,True,False,
Wban_09139,protein_coding,Nuclear receptor domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7F0C2],,,,0.0,,True,True,False,
Wban_09140,protein_coding,,,,,0.0,,True,True,False,
Wban_09141,protein_coding,,,,,0.0,,True,True,False,
Wban_09142,protein_coding,,,,,0.0,,True,True,False,
Wban_09143,protein_coding,,,,,0.0,,True,True,False,
Wban_09144,protein_coding,,,,,0.0,,True,True,False,
Wban_09145,protein_coding,,,,,0.0,,True,True,False,
Wban_09146,protein_coding,,,,,0.0,,True,True,False,
Wban_09147,protein_coding,Importin N-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9BDZ1],ENSG00000108424,KPNB1,ortholog_one2one,52.2624,52.7397,False,False,False,
Wban_09148,protein_coding,Ubiquitin fusion degradation protein UFD1 containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EX61],ENSG00000070010,UFD1,ortholog_one2one,41.7445,43.6482,False,False,False,
Wban_09149,protein_coding,,,,,0.0,,True,True,False,
Wban_09150,protein_coding,,ENSG00000116251,RPL22,ortholog_many2many,56.338,62.5,False,False,False,
Wban_09151,protein_coding,,ENSG00000116251,RPL22,ortholog_many2many,50.6667,59.375,False,False,False,
Wban_09152,protein_coding,,,,,0.0,,True,True,False,
Wban_09153,protein_coding,Inositol monophosphatase  [Source:UniProtKB/TrEMBL;Acc:J9BF40],ENSG00000104331,BPNT2,ortholog_many2many,29.7376,28.4123,False,True,False,
Wban_09154,protein_coding,,,,,0.0,,True,True,False,
Wban_09155,protein_coding,Peptidase S72 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ECP3],,,,0.0,,True,True,False,
Wban_09156,protein_coding,Large ribosomal subunit protein uL15m  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ECN9],ENSG00000137547,MRPL15,ortholog_one2one,34.6749,37.8378,False,True,False,
Wban_09157,protein_coding,SprT-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EGN0],ENSG00000147174,GCNA,ortholog_one2one,17.6259,14.1823,False,True,False,
Wban_09158,protein_coding,,,,,0.0,,True,True,False,
Wban_09159,protein_coding,BOS complex subunit NCLN  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EDX6],ENSG00000125912,NCLN,ortholog_one2one,34.6863,33.3925,False,True,False,
Wban_09160,protein_coding,Cytochrome c oxidase polypeptide Vb  [Source:UniProtKB/TrEMBL;Acc:J9FM14],,,,0.0,,True,True,False,
Wban_09161,protein_coding,TLC domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9F1R2],ENSG00000185561,TLCD2,ortholog_one2many,22.5806,26.5152,False,True,False,
Wban_09162,protein_coding,Copper transport protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XLN9],ENSG00000136868,SLC31A1,ortholog_many2many,31.9328,20.0,False,True,False,
Wban_09163,protein_coding,,ENSG00000051596,THOC3,ortholog_one2one,35.1275,35.3276,False,True,False,
Wban_09164,protein_coding,CSD domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DNR6],ENSG00000131914,LIN28A,ortholog_many2many,29.1457,27.7512,False,True,False,
Wban_09165,protein_coding,P/Homo B domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9BAG5],ENSG00000140564,FURIN,ortholog_many2many,38.7816,32.8715,False,True,True,"IPR002884_P domain, IPR036852_Peptidase S8/S53 domain superfamily, IPR000209_Peptidase S8/S53 domain"
Wban_09166,protein_coding,,ENSG00000048342,CC2D2A,ortholog_one2many,22.0877,18.0247,False,True,False,
Wban_09167,protein_coding,,,,,0.0,,True,True,False,
Wban_09168,protein_coding,60Kd inner membrane protein  [Source:UniProtKB/TrEMBL;Acc:J9F855],ENSG00000155463,OXA1L,ortholog_one2many,23.4536,20.9195,False,True,False,
Wban_09169,protein_coding,60Kd inner membrane protein  [Source:UniProtKB/TrEMBL;Acc:J9EU73],ENSG00000155463,OXA1L,ortholog_one2many,6.01504,5.51724,False,True,False,
Wban_09170,protein_coding,,,,,0.0,,True,True,False,
Wban_09171,protein_coding,,,,,0.0,,True,True,False,
Wban_09172,protein_coding,,,,,0.0,,True,True,False,
Wban_09173,protein_coding,,,,,0.0,,True,True,False,
Wban_09174,protein_coding,,,,,0.0,,True,True,False,
Wban_09175,protein_coding,Protein-tyrosine phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FQH8],,,,0.0,,True,True,True,"IPR000242_Tyrosine-specific protein phosphatase, PTPase domain"
Wban_09176,protein_coding,"Methionine--tRNA ligase, cytoplasmic  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FCF7]",ENSG00000166986,MARS1,ortholog_one2one,39.0086,40.2222,False,True,True,"IPR001412_Aminoacyl-tRNA synthetase, class I, conserved site, IPR009080_Aminoacyl-tRNA synthetase, class Ia, anticodon-binding, IPR015413_Methionyl/Leucyl tRNA synthetase, IPR033911_Methioninyl-tRNA synthetase core domain, IPR014758_Methionyl-tRNA synthetase, IPR023458_Methionine-tRNA ligase, type 1"
Wban_09177,protein_coding,NUC153 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9FG25],ENSG00000089048,ESF1,ortholog_one2one,36.5672,23.0317,False,True,False,
Wban_09178,protein_coding,,,,,0.0,,True,True,False,
Wban_09179,protein_coding,Mannosyltransferase  [Source:UniProtKB/TrEMBL;Acc:J9EZJ6],ENSG00000069943,PIGB,ortholog_one2one,25.9632,27.9783,False,True,True,IPR005599_GPI mannosyltransferase
Wban_09180,protein_coding,,,,,0.0,,True,True,False,
Wban_09181,protein_coding,Calponin protein 4  [Source:UniProtKB/TrEMBL;Acc:J9EQ20],ENSG00000144834,TAGLN3,ortholog_many2many,34.4156,26.6332,False,True,False,
Wban_09182,protein_coding,,ENSG00000086015,MAST2,ortholog_many2many,17.2053,10.0667,False,True,True,"IPR000719_Protein kinase domain, IPR008271_Serine/threonine-protein kinase, active site, IPR000961_AGC-kinase, C-terminal"
Wban_09183,protein_coding,,,,,0.0,,True,True,True,"IPR045605_3-ketosteroid-9-alpha-monooxygenase, oxygenase component-like, C-terminal domain"
Wban_09184,protein_coding,Major facilitator superfamily (MFS) profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DKV6],,,,0.0,,True,True,False,
Wban_09185,protein_coding,40S ribosomal protein S7  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ED97],ENSG00000171863,RPS7,ortholog_one2one,67.5127,68.5567,False,False,False,
Wban_09186,protein_coding,,ENSG00000133488,SEC14L4,ortholog_many2many,27.7473,24.8768,False,True,False,
Wban_09187,protein_coding,Mitochondrial cytochrome c oxidase subunit VIc/VIIs domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FEM1],,,,0.0,,True,True,False,
Wban_09188,protein_coding,MADF domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XII7],,,,0.0,,True,True,False,
Wban_09189,protein_coding,6-phosphofructo-2-kinase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EXI3],ENSG00000123836,PFKFB2,ortholog_one2many,51.9737,46.9307,False,False,True,"IPR003094_Fructose-2,6-bisphosphatase, IPR001345_Phosphoglycerate/bisphosphoglycerate mutase, active site, IPR013079_6-phosphofructo-2-kinase"
Wban_09190,protein_coding,,,,,0.0,,True,True,False,
Wban_09191,protein_coding,Dopey N-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7F9W8],ENSG00000083097,DOP1A,ortholog_one2many,25.7446,25.5984,False,True,False,
Wban_09192,protein_coding,,ENSG00000119509,INVS,ortholog_one2many,26.9492,14.9296,False,True,False,
Wban_09193,protein_coding,,,,,0.0,,True,True,False,
Wban_09194,protein_coding,,,,,0.0,,True,True,False,
Wban_09195,protein_coding,Transthyretin-like family protein  [Source:UniProtKB/TrEMBL;Acc:J9EJX7],,,,0.0,,True,True,False,
Wban_09196,protein_coding,,,,,0.0,,True,True,False,
Wban_09197,protein_coding,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A183XF41]",ENSG00000213619,NDUFS3,ortholog_one2one,48.3146,48.8636,False,False,True,"IPR010218_NADH dehydrogenase, subunit C, IPR020396_NADH:ubiquinone oxidoreductase, 30kDa subunit, conserved site"
Wban_09198,protein_coding,TLDc domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EBD8],ENSG00000140950,MEAK7,ortholog_one2one,23.1343,20.3947,False,True,False,
Wban_09199,protein_coding,,ENSG00000230989,HSBP1,ortholog_one2many,38.0952,52.6316,False,True,False,
Wban_09200,protein_coding,Ribosomal RNA-processing protein 40  [Source:UniProtKB/TrEMBL;Acc:A0A183XF38],ENSG00000107371,EXOSC3,ortholog_one2one,36.8852,32.7273,False,True,False,
Wban_09201,protein_coding,ANK_REP_REGION domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XF37],,,,0.0,,True,True,False,
Wban_09202,protein_coding,Nuclear movement protein  [Source:UniProtKB/TrEMBL;Acc:J9FEG5],ENSG00000090273,NUDC,ortholog_one2one,51.2422,49.8489,False,False,False,
Wban_09203,protein_coding,,ENSG00000198918,RPL39,ortholog_one2one,77.3585,80.3922,False,False,False,
Wban_09204,protein_coding,AP-3 complex subunit sigma-2  [Source:UniProtKB/TrEMBL;Acc:J9EU99],ENSG00000177879,AP3S1,ortholog_one2many,76.4398,75.6477,False,False,False,
Wban_09205,protein_coding,,,,,0.0,,True,True,False,
Wban_09206,protein_coding,,,,,0.0,,True,True,False,
Wban_09207,protein_coding,EF-hand domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7GJ73],ENSG00000116983,HPCAL4,ortholog_many2many,14.3813,22.5131,False,True,False,
Wban_09208,protein_coding,Abundant larval transcript-2 protein  [Source:UniProtKB/TrEMBL;Acc:J9ALX1],,,,0.0,,True,True,False,
Wban_09209,protein_coding,,,,,0.0,,True,True,False,
Wban_09210,protein_coding,,,,,0.0,,True,True,False,
Wban_09211,protein_coding,3'-5' exonuclease domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DUS6],,,,0.0,,True,True,True,IPR002562_3'-5' exonuclease domain
Wban_09212,protein_coding,,,,,0.0,,True,True,True,IPR027517_Deoxyhypusine hydroxylase
Wban_09213,protein_coding,,ENSG00000132676,DAP3,ortholog_one2one,31.6327,31.1558,False,True,False,
Wban_09214,protein_coding,50S ribosomal protein L10  [Source:UniProtKB/TrEMBL;Acc:J9ERI2],,,,0.0,,True,True,False,
Wban_09215,protein_coding,,,,,0.0,,True,True,False,
Wban_09216,protein_coding,,ENSG00000127325,BEST3,ortholog_many2many,23.0415,22.4551,False,True,False,
Wban_09217,protein_coding,,ENSG00000130383,FUT5,ortholog_many2many,21.7277,22.1925,False,True,True,IPR001503_Glycosyl transferase family 10
Wban_09218,protein_coding,,,,,0.0,,True,True,False,
Wban_09219,protein_coding,,,,,0.0,,True,True,False,
Wban_09220,protein_coding,,,,,0.0,,True,True,False,
Wban_09221,protein_coding,Rab-GAP TBC domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EY37],ENSG00000148429,USP6NL,ortholog_many2many,22.0954,25.7246,False,True,False,
Wban_09222,protein_coding,,,,,0.0,,True,True,False,
Wban_09223,protein_coding,,,,,0.0,,True,True,False,
Wban_09224,protein_coding,PHD-finger family protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EZ88],ENSG00000171634,BPTF,ortholog_one2one,21.7612,16.1644,False,True,False,
Wban_09225,protein_coding,Cwf21 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XKG7],,,,0.0,,True,True,False,
Wban_09226,protein_coding,,ENSG00000157103,SLC6A1,ortholog_many2many,35.6269,38.8982,False,True,False,
Wban_09227,protein_coding,Transcription initiation factor IIF subunit alpha  [Source:UniProtKB/TrEMBL;Acc:J9ERB6],ENSG00000125651,GTF2F1,ortholog_one2one,28.8889,27.6596,False,True,False,
Wban_09228,protein_coding,,ENSG00000133028,SCO1,ortholog_one2many,31.4103,32.5581,False,True,False,
Wban_09229,protein_coding,,ENSG00000081087,OSTM1,ortholog_one2one,16.7763,15.2695,False,True,False,
Wban_09230,protein_coding,Cytochrome b-c1 complex subunit 6  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EYQ0],,,,0.0,,True,True,False,
Wban_09231,protein_coding,,,,,0.0,,True,True,False,
Wban_09232,protein_coding,Phospholipase A(2)  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EZ93],,,,0.0,,True,True,False,
Wban_09233,protein_coding,,,,,0.0,,True,True,False,
Wban_09234,protein_coding,,,,,0.0,,True,True,False,
Wban_09235,protein_coding,,,,,0.0,,True,True,False,
Wban_09236,protein_coding,,ENSG00000131242,RAB11FIP4,ortholog_one2many,25.0627,15.6986,False,True,False,
Wban_09237,protein_coding,,,,,0.0,,True,True,False,
Wban_09238,protein_coding,,,,,0.0,,True,True,False,
Wban_09239,protein_coding,PPIase cyclophilin-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EQ47],ENSG00000113593,PPWD1,ortholog_one2one,35.274,47.8328,False,True,True,IPR002130_Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
Wban_09240,protein_coding,,,,,0.0,,True,True,False,
Wban_09241,protein_coding,RhoGAP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XGF9],ENSG00000175220,ARHGAP1,ortholog_one2many,33.7029,34.6241,False,True,False,
Wban_09242,protein_coding,protein-tyrosine-phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EIF9],,,,0.0,,True,True,False,
Wban_09243,protein_coding,Regulator of chromosome condensation  [Source:UniProtKB/TrEMBL;Acc:J9EQ92],ENSG00000136161,RCBTB2,ortholog_many2many,13.8989,13.9746,False,True,False,
Wban_09244,protein_coding,UAS domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7GCZ0],ENSG00000185104,FAF1,ortholog_one2one,22.686,19.2308,False,True,False,
Wban_09245,protein_coding,,,,,0.0,,True,True,False,
Wban_09246,protein_coding,,ENSG00000130508,PXDN,ortholog_many2many,35.3111,16.4976,False,True,True,IPR010255_Haem peroxidase superfamily
Wban_09247,protein_coding,Little elongation complex subunit 2 C-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DU41],,,,0.0,,True,True,False,
Wban_09248,protein_coding,Splicing factor 3A subunit 3  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EIH1],ENSG00000183431,SF3A3,ortholog_one2one,57.3146,57.0858,False,False,False,
Wban_09249,protein_coding,WD_REPEATS_REGION domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7F9H2],ENSG00000137055,PLAA,ortholog_one2one,26.1649,27.5472,False,True,False,
Wban_09250,protein_coding,Hyaluronidase  [Source:UniProtKB/TrEMBL;Acc:A0A183XF96],ENSG00000106304,SPAM1,ortholog_one2many,27.9597,21.8075,False,True,True,IPR018155_Hyaluronidase
Wban_09251,protein_coding,Protein kinase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DTN6],ENSG00000177453,NIM1K,ortholog_one2one,44.8718,40.1376,False,False,True,"IPR000719_Protein kinase domain, IPR008271_Serine/threonine-protein kinase, active site"
Wban_09252,protein_coding,,ENSG00000117620,SLC35A3,ortholog_one2one,43.9277,52.3077,False,False,False,
Wban_09253,protein_coding,,,,,0.0,,True,True,False,
Wban_09254,protein_coding,NADH-ubiquinone oxidoreductase 13 kDa-B subunit  [Source:UniProtKB/TrEMBL;Acc:J9BE27],ENSG00000128609,NDUFA5,ortholog_one2one,34.8387,46.5517,False,True,False,
Wban_09255,protein_coding,U6 snRNA-associated Sm-like protein LSm1  [Source:UniProtKB/TrEMBL;Acc:J9FDN1],ENSG00000175324,LSM1,ortholog_one2one,49.6403,51.8797,False,False,False,
Wban_09256,protein_coding,UMP-CMP kinase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DUY6],,,,0.0,,True,True,True,"IPR000850_Adenylate kinase/UMP-CMP kinase, IPR006266_UMP-CMP kinase"
Wban_09257,protein_coding,,ENSG00000166133,RPUSD2,ortholog_one2one,35.1415,27.3394,False,True,True,"IPR020103_Pseudouridine synthase, catalytic domain superfamily, IPR006224_Pseudouridine synthase, RluA-like, conserved site, IPR006145_Pseudouridine synthase, RsuA/RluA-like, IPR006225_Pseudouridine synthase, RluC/RluD"
Wban_09258,protein_coding,,,,,0.0,,True,True,False,
Wban_09259,protein_coding,Peptidase M13 N-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FGZ6],ENSG00000142606,MMEL1,ortholog_many2many,34.9594,33.1194,False,True,True,"IPR024079_Metallopeptidase, catalytic domain superfamily, IPR000718_Peptidase M13, IPR018497_Peptidase M13, C-terminal domain"
Wban_09260,protein_coding,,,,,0.0,,True,True,False,
Wban_09261,protein_coding,Two pore potassium channel protein sup-9  [Source:UniProtKB/TrEMBL;Acc:A0A183XPX9],,,,0.0,,True,True,False,
Wban_09262,protein_coding,,ENSG00000221955,SLC12A8,ortholog_one2one,36.1426,31.2325,False,True,False,
Wban_09263,protein_coding,,,,,0.0,,True,True,False,
Wban_09264,protein_coding,,ENSG00000126001,CEP250,ortholog_many2many,15.4034,12.8993,False,True,False,
Wban_09265,protein_coding,,,,,0.0,,True,True,False,
Wban_09266,protein_coding,C2H2-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E313],ENSG00000105732,ZNF574,ortholog_many2many,16.1479,9.26339,False,True,False,
Wban_09267,protein_coding,,,,,0.0,,True,True,False,
Wban_09268,protein_coding,,,,,0.0,,True,True,False,
Wban_09269,protein_coding,,,,,0.0,,True,True,False,
Wban_09270,protein_coding,,ENSG00000165917,RAPSN,ortholog_one2one,22.5524,31.3107,False,True,False,
