Gene stable ID,Genome name,Transcript stable ID,Transcript biotype,Gene description,CDS_max
Wban_08436,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08436,protein_coding,,1170
Wban_08437,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08437,protein_coding,,357
Wban_08438,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08438,protein_coding,,1533
Wban_08439,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08439,protein_coding,,1536
Wban_08440,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08440,protein_coding,MFP2 family protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8E8W3],1047
Wban_08441,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08441,protein_coding,Piwi domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8E8W5],2793
Wban_08442,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08442,protein_coding,peptidylglycine monooxygenase  [Source:UniProtKB/TrEMBL;Acc:J9EZB2],1137
Wban_08443,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08443,protein_coding,Cysteine/serine-rich nuclear protein N-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DF95],957
Wban_08444,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08444,protein_coding,KATNIP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DYA1],1806
Wban_08445,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08445,protein_coding,,609
Wban_08446,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08446,protein_coding,,888
Wban_08447,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08447,protein_coding,,120
Wban_08448,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08448,protein_coding,,102
Wban_08449,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08449,protein_coding,Charged multivesicular body protein 1b  [Source:UniProtKB/TrEMBL;Acc:A0A3P7ECD5],603
Wban_08450,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08450,protein_coding,,576
Wban_08451,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08451,protein_coding,,2373
Wban_08452,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08452,protein_coding,PDZ domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FGV4],1404
Wban_08453,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08453,protein_coding,,735
Wban_08454,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08454,protein_coding,,750
Wban_08455,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08455,protein_coding,,993
Wban_08456,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08456,protein_coding,F-box domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7G8F6],1044
Wban_08457,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08457,protein_coding,S phase cyclin A-associated protein in the endoplasmic reticulum N-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E8M0],5733
Wban_08458,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08458,protein_coding,,2439
Wban_08459,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08459,protein_coding,Polyprenyl synthetase  [Source:UniProtKB/TrEMBL;Acc:A0A183XBN0],1233
Wban_08460,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08460,protein_coding,,399
Wban_08461,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08461,protein_coding,Leucine Rich Repeat family protein  [Source:UniProtKB/TrEMBL;Acc:J9FFR7],2025
Wban_08462,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08462,protein_coding,,792
Wban_08463,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08463,protein_coding,RhoGAP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8F0F6],858
Wban_08464,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08464,protein_coding,Golgin-84  [Source:UniProtKB/TrEMBL;Acc:A0A1I8F0V9],1713
Wban_08465,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08465,protein_coding,Calponin  [Source:UniProtKB/TrEMBL;Acc:J9EKK1],735
Wban_08466,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08466,protein_coding,,1287
Wban_08467,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08467,protein_coding,TPR_REGION domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EHG8],315
Wban_08468,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08468,protein_coding,RRM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9B5L5],843
Wban_08469,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08469,protein_coding,,2364
Wban_08470,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08470,protein_coding,,411
Wban_08471,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08471,protein_coding,"Phosphatidate cytidylyltransferase, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EHE2]",999
Wban_08472,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08472,protein_coding,Glycolipid transfer protein domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EV42],642
Wban_08473,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08473,protein_coding,,2142
Wban_08474,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08474,protein_coding,,483
Wban_08475,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08475,protein_coding,,789
Wban_08476,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08476,protein_coding,,1107
Wban_08477,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08477,protein_coding,Transketolase-like pyrimidine-binding domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DI95],1101
Wban_08478,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08478,protein_coding,BZIP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EYW1],780
Wban_08479,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08479,protein_coding,,330
Wban_08480,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08480,protein_coding,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EKW8],1185
Wban_08481,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08481,protein_coding,Fork-head domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ELZ7],921
Wban_08482,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08482,protein_coding,Doublecortin family protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DYR0],3603
Wban_08483,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08483,protein_coding,,1071
Wban_08484,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08484,protein_coding,peptidylprolyl isomerase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EL10],966
Wban_08485,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08485,protein_coding,Major facilitator superfamily (MFS) profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EWD3],1365
Wban_08486,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08486,protein_coding,BHLH domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9FJF6],255
Wban_08487,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08487,protein_coding,,1752
Wban_08488,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08488,protein_coding,,1287
Wban_08489,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08489,protein_coding,AP-47 protein  [Source:UniProtKB/TrEMBL;Acc:J9F6U5],1269
Wban_08490,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08490,protein_coding,,102
Wban_08491,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08491,protein_coding,,120
Wban_08492,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08492,protein_coding,ZIP Zinc transporter  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EWN9],1083
Wban_08493,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08493,protein_coding,Ubiquitin-conjugating enzyme E2-17 kDa  [Source:UniProtKB/TrEMBL;Acc:J9FDF5],444
Wban_08494,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08494,protein_coding,SCP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9ET90],270
Wban_08495,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08495,protein_coding,Large ribosomal subunit protein uL24m  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EXY6],834
Wban_08496,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08496,protein_coding,F-box domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EH36],1140
Wban_08497,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08497,protein_coding,AAA domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EXC1],1320
Wban_08498,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08498,protein_coding,Carrier protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EWJ3],1011
Wban_08499,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08499,protein_coding,39S ribosomal protein L13  [Source:UniProtKB/TrEMBL;Acc:A0A183XBB8],624
Wban_08500,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08500,protein_coding,,321
Wban_08501,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08501,protein_coding,ferroxidase  [Source:UniProtKB/TrEMBL;Acc:J9B447],426
Wban_08502,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08502,protein_coding,Enoyl reductase (ER) domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7G832],1164
Wban_08503,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08503,protein_coding,Adenylosuccinate lyase  [Source:UniProtKB/TrEMBL;Acc:J9BEA2],1452
Wban_08504,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08504,protein_coding,RRP7 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9ESM3],930
Wban_08505,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08505,protein_coding,RING-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7ER02],606
Wban_08506,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08506,protein_coding,,48
Wban_08507,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08507,protein_coding,RGM domain family member B  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DJC0],1272
Wban_08508,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08508,protein_coding,,657
Wban_08509,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08509,protein_coding,,219
Wban_08510,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08510,protein_coding,SAC3/GANP/THP3 conserved domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EVA6],3279
Wban_08511,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08511,protein_coding,GOLD domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DLP2],672
Wban_08512,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08512,protein_coding,,1065
Wban_08513,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08513,protein_coding,Dual specificity phosphatase  [Source:UniProtKB/TrEMBL;Acc:J9EJL3],903
Wban_08514,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08514,protein_coding,Coatomer subunit alpha  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EYT6],3717
Wban_08515,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08515,protein_coding,,339
Wban_08516,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08516,protein_coding,,606
Wban_08517,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08517,protein_coding,SAC domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EMC5],1800
Wban_08518,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08518,protein_coding,Ell-associated factor Eaf  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E6L0],759
Wban_08519,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08519,protein_coding,,4452
Wban_08520,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08520,protein_coding,FHOD1 N-terminal GTPase-binding domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DSG8],309
Wban_08521,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08521,protein_coding,,2115
Wban_08522,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08522,protein_coding,,1530
Wban_08523,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08523,protein_coding,,1434
Wban_08524,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08524,protein_coding,,423
Wban_08525,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08525,protein_coding,,1683
Wban_08526,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08526,protein_coding,,828
Wban_08527,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08527,protein_coding,,1905
Wban_08528,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08528,protein_coding,,237
Wban_08529,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08529,protein_coding,,4134
Wban_08530,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08530,protein_coding,DNA_mis_repair domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EKK6],2511
Wban_08531,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08531,protein_coding,XPA C-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E0R3],741
Wban_08532,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08532,protein_coding,,576
Wban_08533,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08533,protein_coding,,5307
Wban_08534,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08534,protein_coding,,312
Wban_08535,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08535,protein_coding,,87
Wban_08536,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08536,protein_coding,MARVEL domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EKV9],606
Wban_08537,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08537,protein_coding,,1599
Wban_08538,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08538,protein_coding,Piwi domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EQ73],2796
Wban_08539,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08539,protein_coding,"Beta-1,4-N-acetylgalactosaminyltransferase  [Source:UniProtKB/TrEMBL;Acc:J9EEQ8]",1395
Wban_08540,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08540,protein_coding,,147
Wban_08541,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08541,protein_coding,Calcium and integrin binding family member 3  [Source:UniProtKB/TrEMBL;Acc:J9F2V2],606
Wban_08542,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08542,protein_coding,PHB domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XWW9],1077
Wban_08543,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08543,protein_coding,SH2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EUJ8],948
Wban_08544,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08544,protein_coding,,582
Wban_08545,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08545,protein_coding,ShKT domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ESW0],1647
Wban_08546,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08546,protein_coding,,1695
Wban_08547,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08547,protein_coding,Vacuolar protein sorting-associated protein 51 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EYP0],2160
Wban_08548,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08548,protein_coding,Sorting nexin-12  [Source:UniProtKB/TrEMBL;Acc:J9B374],495
Wban_08549,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08549,protein_coding,,807
Wban_08550,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08550,protein_coding,,1329
Wban_08551,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08551,protein_coding,,4959
Wban_08552,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08552,protein_coding,,258
Wban_08553,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08553,protein_coding,,1050
Wban_08554,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08554,protein_coding,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EKG6],504
Wban_08555,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08555,protein_coding,SH3 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EKG4],660
Wban_08556,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08556,protein_coding,Elongation factor 1-alpha  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EKE6],1395
Wban_08557,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08557,protein_coding,,288
Wban_08558,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08558,protein_coding,Nucleolar protein 10  [Source:UniProtKB/TrEMBL;Acc:J9BFG4],195
Wban_08559,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08559,protein_coding,Fatty acid 2-hydroxylase  [Source:UniProtKB/TrEMBL;Acc:J9FF75],972
Wban_08560,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08560,protein_coding,,273
Wban_08561,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08561,protein_coding,,171
Wban_08562,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08562,protein_coding,,1131
Wban_08563,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08563,protein_coding,C2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EYC3],1011
Wban_08564,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08564,protein_coding,,855
Wban_08565,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08565,protein_coding,,2637
Wban_08566,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08566,protein_coding,,549
Wban_08567,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08567,protein_coding,,246
Wban_08568,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08568,protein_coding,,606
Wban_08569,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08569,protein_coding,,285
Wban_08570,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08570,protein_coding,,534
Wban_08571,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08571,protein_coding,Tudor domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EAX3],1002
Wban_08572,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08572,protein_coding,4F5 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183Y789],234
Wban_08573,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08573,protein_coding,,381
Wban_08574,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08574,protein_coding,,267
Wban_08575,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08575,protein_coding,,585
Wban_08576,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08576,protein_coding,,1290
Wban_08577,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08577,protein_coding,Peptidase A1 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DMX8],1386
Wban_08578,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08578,protein_coding,Sphingomyelin phosphodiesterase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FHY7],1905
Wban_08579,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08579,protein_coding,MFS domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ES67],1608
Wban_08580,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08580,protein_coding,Variable surface protein  [Source:UniProtKB/TrEMBL;Acc:J9BHX2],621
Wban_08581,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08581,protein_coding,40S ribosomal protein S24  [Source:UniProtKB/TrEMBL;Acc:J9FHY0],396
Wban_08582,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08582,protein_coding,,1368
Wban_08583,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08583,protein_coding,,954
Wban_08584,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08584,protein_coding,,1395
Wban_08585,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08585,protein_coding,ZP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EKE1],1116
Wban_08586,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08586,protein_coding,Mitochondrial carrier protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E7U1],894
Wban_08587,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08587,protein_coding,,651
Wban_08588,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08588,protein_coding,,1233
Wban_08589,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08589,protein_coding,,1233
Wban_08590,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08590,protein_coding,,369
Wban_08591,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08591,protein_coding,Major facilitator superfamily (MFS) profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DH59],1578
Wban_08592,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08592,protein_coding,,402
Wban_08593,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08593,protein_coding,,1098
Wban_08594,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08594,protein_coding,,1074
Wban_08595,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08595,protein_coding,peptidylamidoglycolate lyase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ENN9],1119
Wban_08596,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08596,protein_coding,Actin-related protein 3  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DVZ2],1275
Wban_08597,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08597,protein_coding,Dynactin subunit 5  [Source:UniProtKB/TrEMBL;Acc:J9END9],552
Wban_08598,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08598,protein_coding,,1743
Wban_08599,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08599,protein_coding,Centrosomal protein of 70 kDa  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DM33],1071
Wban_08600,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08600,protein_coding,,1593
Wban_08601,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08601,protein_coding,,1293
Wban_08602,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08602,protein_coding,,666
Wban_08603,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08603,protein_coding,,2262
Wban_08604,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08604,protein_coding,,1239
Wban_08605,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08605,protein_coding,,594
Wban_08606,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08606,protein_coding,LIM zinc-binding domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9BCC1],918
Wban_08607,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08607,protein_coding,,372
Wban_08608,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08608,protein_coding,,372
Wban_08609,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08609,protein_coding,,1005
Wban_08610,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08610,protein_coding,,168
Wban_08611,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08611,protein_coding,,474
Wban_08612,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08612,protein_coding,Small ribosomal subunit protein mS39  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DPZ9],2007
Wban_08613,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08613,protein_coding,Phospholipase A2  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EEX9],432
Wban_08614,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08614,protein_coding,Sodium:neurotransmitter symporter family protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EEW8],1920
Wban_08615,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08615,protein_coding,SNF2 family domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EF69],4521
Wban_08616,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08616,protein_coding,RGS domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EG18],1704
Wban_08617,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08617,protein_coding,,204
Wban_08618,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08618,protein_coding,,240
Wban_08619,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08619,protein_coding,Calpain catalytic domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E032],1977
Wban_08620,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08620,protein_coding,USP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DKA4],498
Wban_08621,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08621,protein_coding,,654
Wban_08622,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08622,protein_coding,,1650
Wban_08623,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08623,protein_coding,Ubiquitin carboxyl-terminal hydrolase  [Source:UniProtKB/TrEMBL;Acc:J9F077],2421
Wban_08624,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08624,protein_coding,HIT domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XP93],492
Wban_08625,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08625,protein_coding,cathepsin X  [Source:UniProtKB/TrEMBL;Acc:J9B6J9],921
Wban_08626,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08626,protein_coding,,2238
Wban_08627,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08627,protein_coding,,3039
Wban_08628,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08628,protein_coding,,117
Wban_08629,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08629,protein_coding,,5712
Wban_08630,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08630,protein_coding,,6021
Wban_08631,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08631,protein_coding,Small heat shock protein  [Source:UniProtKB/TrEMBL;Acc:J9DWA3],480
Wban_08632,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08632,protein_coding,Small heat shock protein  [Source:UniProtKB/TrEMBL;Acc:J9DWA3],480
Wban_08633,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08633,protein_coding,Glutathione peroxidase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EBE9],495
Wban_08634,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08634,protein_coding,HMG box domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ECH7],798
Wban_08635,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08635,protein_coding,,96
Wban_08636,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08636,protein_coding,SEC7 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EB94],4974
Wban_08637,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08637,protein_coding,,705
