Gene stable ID,principal_transcript_id,principal_cds_length,principal_isoform_type,gene_description,genome_name,transcript_biotype,species,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence
TTRE9776,TTRE9776_t1,335,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9777,TTRE9777_t1,645,protein_coding,Soluble calcium activated nucleotidase 1  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ49],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000171302,CANT1,ortholog_one2one,43.5567,42.1446,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CANT1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: CANT1 43.5567%
TTRE9778,TTRE9778_t1,395,protein_coding,NT-C2 and CH and DUF3585 domain containing protei n  [Source:UniProtKB/TrEMBL;Acc:A0A077YYD2],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000173442,EHBP1L1,ortholog_many2many,24.2991,15.3644,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EHBP1L1",True,Best human orthologue in WormBase ParaSite has < 40% identity: EHBP1L1 24.2991%
TTRE9779,TTRE9779_t1,557,protein_coding,BTB domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z277],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE978,TTRE978_t1,205,protein_coding,Zf-CDGSH domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z600],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000122873,CISD1,ortholog_one2one,47.4227,42.5926,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CISD1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: CISD1 47.4227%
TTRE9780,TTRE9780_t1,255,protein_coding,WD40 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YY73],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000123154,WDR83,ortholog_one2one,53.4884,51.1111,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: WDR83",False,Best human orthologue found in WormBase Parasite has >= 40% identity: WDR83 53.4884%
TTRE9781,TTRE9781_t1,439,protein_coding,Cuticle collagen rol-6  [Source:UniProtKB/TrEMBL;Acc:A0A077YXF0],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9782,TTRE9782_t1,445,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000126778,SIX1,ortholog_one2one,53.4615,48.9437,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SIX1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SIX1 53.4615%
TTRE9783,TTRE9783_t1,149,protein_coding,Phosphatidylethanolamine binding protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YYD6],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9784,TTRE9784_t1,329,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000177239,MAN1B1,ortholog_one2many,41.683,30.4721,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MAN1B1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: MAN1B1 41.683%
TTRE9785,TTRE9785_t1,314,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9786,TTRE9786_t1,553,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9787,TTRE9787_t1,433,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9788,TTRE9788_t1,243,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9789,TTRE9789_t1,537,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE979,TTRE979_t1,3500,protein_coding,DNA-directed RNA polymerase subunit  [Source:UniProtKB/TrEMBL;Acc:A0A077Z093],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000148606,POLR3A,ortholog_one2one,49.2098,49.2806,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POLR3A",False,Best human orthologue found in WormBase Parasite has >= 40% identity: POLR3A 49.2098%
TTRE9790,TTRE9790_t1,336,protein_coding,Protein KRI1 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ66],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000129347,KRI1,ortholog_one2one,37.2517,32.0057,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: KRI1",True,Best human orthologue in WormBase ParaSite has < 40% identity: KRI1 37.2517%
TTRE9791,TTRE9791_t1,177,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9792,TTRE9792_t1,392,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9793,TTRE9793_t1,207,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9794,TTRE9794_t1,190,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000173653,RCE1,ortholog_one2one,35.316,28.8754,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RCE1",True,Best human orthologue in WormBase ParaSite has < 40% identity: RCE1 35.316%
TTRE9795,TTRE9795_t1,226,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9796,TTRE9796_t1,131,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9797,TTRE9797_t1,268,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9798,TTRE9798_t1,239,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9799,TTRE9799_t1,182,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE98,TTRE98_t1,1395,protein_coding,Sodium:calcium exchanger 3  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2Y7],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE980,TTRE980_t1,314,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000136709,WDR33,ortholog_one2many,20.979,6.73653,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: WDR33",True,Best human orthologue in WormBase ParaSite has < 40% identity: WDR33 20.979%
TTRE9800,TTRE9800_t1,3698,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9801,TTRE9801_t1,338,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9802,TTRE9802_t1,290,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9803,TTRE9803_t1,522,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9804,TTRE9804_t1,323,protein_coding,"Protein phosphatase 1, regulatory (Inhibitor) subunit 1B  [Source:UniProtKB/TrEMBL;Acc:A0A077Z1R4]",Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9805,TTRE9805_t1,1109,protein_coding,EFF-AFF domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z588],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9806,TTRE9806_t1,463,protein_coding,RRM 1 and DND1 DSRM domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z1B1],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000148584,A1CF,ortholog_many2many,34.4477,40.4437,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: A1CF",True,Best human orthologue in WormBase ParaSite has < 40% identity: A1CF 34.4477%
TTRE9807,TTRE9807_t1,1468,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9808,TTRE9808_t1,229,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000154678,PDE1C,ortholog_one2one,44.3439,27.6446,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PDE1C",False,Best human orthologue found in WormBase Parasite has >= 40% identity: PDE1C 44.3439%
TTRE9809,TTRE9809_t1,173,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE981,TTRE981_t1,194,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000108384,RAD51C,ortholog_one2one,39.3502,28.9894,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RAD51C",True,Best human orthologue in WormBase ParaSite has < 40% identity: RAD51C 39.3502%
TTRE9810,TTRE9810_t1,691,protein_coding,Adhesion G protein-coupled receptor L3  [Source:UniProtKB/TrEMBL;Acc:A0A077Z1T3],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9811,TTRE9811_t1,367,protein_coding,SMEK protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0T9],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9812,TTRE9812_t1,172,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9813,TTRE9813_t1,503,protein_coding,Secreted protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0V9],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9814,TTRE9814_t1,109,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9815,TTRE9815_t1,794,protein_coding,Nucleolar protein 56-like  [Source:UniProtKB/TrEMBL;Acc:A0A077Z321],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9816,TTRE9816_t1,230,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000129255,MPDU1,ortholog_one2one,43.2258,27.1255,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MPDU1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: MPDU1 43.2258%
TTRE9817,TTRE9817_t1,608,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9818,TTRE9818_t1,527,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000142444,TIMM29,ortholog_one2one,22.8571,15.3846,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIMM29",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIMM29 22.8571%
TTRE9819,TTRE9819_t1,180,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000104299,INTS9,ortholog_one2one,32.947,30.2432,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: INTS9",True,Best human orthologue in WormBase ParaSite has < 40% identity: INTS9 32.947%
TTRE982,TTRE982_t1,417,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000172164,SNTB1,ortholog_one2many,43.9331,39.0335,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SNTB1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SNTB1 43.9331%
TTRE9820,TTRE9820_t1,287,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9821,TTRE9821_t1,848,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000185624,P4HB,ortholog_one2many,49.2908,27.3622,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: P4HB",False,Best human orthologue found in WormBase Parasite has >= 40% identity: P4HB 49.2908%
TTRE9822,TTRE9822_t1,1003,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9823,TTRE9823_t1,133,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000129167,TPH1,ortholog_many2many,41.7808,13.7387,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TPH1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: TPH1 41.7808%
TTRE9824,TTRE9824_t1,167,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9825,TTRE9825_t1,145,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000129167,TPH1,ortholog_many2many,38.8759,37.3874,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TPH1",True,Best human orthologue in WormBase ParaSite has < 40% identity: TPH1 38.8759%
TTRE9826,TTRE9826_t1,158,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000230797,YY2,ortholog_one2many,37.7907,17.4731,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: YY2",True,Best human orthologue in WormBase ParaSite has < 40% identity: YY2 37.7907%
TTRE9827,TTRE9827_t1,419,protein_coding,60S ribosomal protein L14  [Source:UniProtKB/TrEMBL;Acc:A0A077ZDL3],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000188846,RPL14,ortholog_one2one,41.7266,26.9767,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RPL14",False,Best human orthologue found in WormBase Parasite has >= 40% identity: RPL14 41.7266%
TTRE9828,TTRE9828_t1,698,protein_coding,DUF1637 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAC3],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000181915,ADO,ortholog_one2one,28.0172,24.0741,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ADO",True,Best human orthologue in WormBase ParaSite has < 40% identity: ADO 28.0172%
TTRE9829,TTRE9829_t1,1223,protein_coding,Mediator of RNA polymerase II transcription subunit 14  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAX8],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000180182,MED14,ortholog_one2one,24.2517,21.7332,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MED14",True,Best human orthologue in WormBase ParaSite has < 40% identity: MED14 24.2517%
TTRE983,TTRE983_t1,210,protein_coding,TUDOR domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5V4],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9830,TTRE9830_t1,188,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9831,TTRE9831_t1,242,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9832,TTRE9832_t1,537,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000149262,INTS4,ortholog_one2one,27.1078,26.3759,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: INTS4",True,Best human orthologue in WormBase ParaSite has < 40% identity: INTS4 27.1078%
TTRE9833,TTRE9833_t1,365,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9834,TTRE9834_t1,503,protein_coding,Akirin  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAX4],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9835,TTRE9835_t1,4442,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9836,TTRE9836_t1,225,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9837,TTRE9837_t1,471,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000083067,TRPM3,ortholog_many2many,31.1756,24.3746,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TRPM3",True,Best human orthologue in WormBase ParaSite has < 40% identity: TRPM3 31.1756%
TTRE9838,TTRE9838_t1,151,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9839,TTRE9839_t1,571,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000170439,METTL7B,ortholog_many2many,9.89011,14.7541,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: METTL7B",True,Best human orthologue in WormBase ParaSite has < 40% identity: METTL7B 9.89011%
TTRE984,TTRE984_t1,519,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9840,TTRE9840_t1,2198,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9841,TTRE9841_t1,486,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9842,TTRE9842_t1,365,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9843,TTRE9843_t1,269,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9844,TTRE9844_t1,178,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000143727,ACP1,ortholog_one2many,48.4277,48.7342,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ACP1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: ACP1 48.4277%
TTRE9845,TTRE9845_t1,221,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9846,TTRE9846_t1,256,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000129317,PUS7L,ortholog_one2one,25.5396,20.2568,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PUS7L",True,Best human orthologue in WormBase ParaSite has < 40% identity: PUS7L 25.5396%
TTRE9847,TTRE9847_t1,572,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000170430,MGMT,ortholog_one2one,30.0,27.5362,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MGMT",True,Best human orthologue in WormBase ParaSite has < 40% identity: MGMT 30.0%
TTRE9848,TTRE9848_t1,610,protein_coding,Serpentine receptor class alpha  [Source:UniProtKB/TrEMBL;Acc:A0A077ZA09],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9849,TTRE9849_t1,566,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000164296,TIGD6,ortholog_many2many,22.0077,10.9405,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD6",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD6 22.0077%
TTRE985,TTRE985_t1,257,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000166831,RBPMS2,ortholog_one2many,22.4299,34.4498,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RBPMS2",True,Best human orthologue in WormBase ParaSite has < 40% identity: RBPMS2 22.4299%
TTRE9850,TTRE9850_t1,212,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9851,TTRE9851_t1,271,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9852,TTRE9852_t1,4043,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9853,TTRE9853_t1,379,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000009954,BAZ1B,ortholog_one2one,19.6942,14.7674,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: BAZ1B",True,Best human orthologue in WormBase ParaSite has < 40% identity: BAZ1B 19.6942%
TTRE9854,TTRE9854_t1,294,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000163933,RFT1,ortholog_one2one,34.7985,35.1201,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RFT1",True,Best human orthologue in WormBase ParaSite has < 40% identity: RFT1 34.7985%
TTRE9855,TTRE9855_t1,2549,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000178252,WDR6,ortholog_one2one,21.0836,15.9679,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: WDR6",True,Best human orthologue in WormBase ParaSite has < 40% identity: WDR6 21.0836%
TTRE9856,TTRE9856_t1,758,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9857,TTRE9857_t1,2567,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9858,TTRE9858_t1,809,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000157500,APPL1,ortholog_one2one,26.5758,22.0028,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: APPL1",True,Best human orthologue in WormBase ParaSite has < 40% identity: APPL1 26.5758%
TTRE9859,TTRE9859_t1,227,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE986,TTRE986_t1,1008,protein_coding,Splicing factor U2AF subunit  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCA5],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000063244,U2AF2,ortholog_one2one,64.9758,56.6316,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: U2AF2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: U2AF2 64.9758%
TTRE9860,TTRE9860_t1,326,protein_coding,Isocitrate dehydrogenase [NADP]  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3N3],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000182054,IDH2,ortholog_one2one,65.7407,62.8319,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: IDH2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: IDH2 65.7407%
TTRE9861,TTRE9861_t1,173,protein_coding,"Enoyl coenzyme A hydratase, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0T1]",Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000166446,CDYL2,ortholog_many2many,17.7305,9.88142,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CDYL2",True,Best human orthologue in WormBase ParaSite has < 40% identity: CDYL2 17.7305%
